time,power_watt,irradiance,temperature,power_kw
2020-01-01 00:00:00,0.0,0.0,3.63,0.0
2020-01-01 01:00:00,0.0,0.0,3.27,0.0
2020-01-01 02:00:00,0.0,0.0,3.46,0.0
2020-01-01 03:00:00,0.0,0.0,3.42,0.0
2020-01-01 04:00:00,0.0,0.0,3.12,0.0
2020-01-01 05:00:00,0.0,0.0,2.86,0.0
2020-01-01 06:00:00,18.29,34.0,2.89,0.01829
2020-01-01 07:00:00,85.22,114.0,3.04,0.08522
2020-01-01 08:00:00,37.65,58.0,2.92,0.037649999999999996
2020-01-01 09:00:00,66.04,91.0,2.82,0.06604
2020-01-01 10:00:00,37.71,58.0,2.63,0.03771
2020-01-01 11:00:00,47.09,69.0,2.36,0.04709000000000001
2020-01-01 12:00:00,87.34,115.0,2.23,0.08734
2020-01-01 13:00:00,36.11,56.0,2.19,0.036109999999999996
2020-01-01 14:00:00,0.18,6.0,2.11,0.00017999999999999998
2020-01-01 15:00:00,0.0,0.0,1.52,0.0
2020-01-01 16:00:00,0.0,0.0,1.2,0.0
2020-01-01 17:00:00,0.0,0.0,0.1,0.0
2020-01-01 18:00:00,0.0,0.0,0.41,0.0
2020-01-01 19:00:00,0.0,0.0,0.41,0.0
2020-01-01 20:00:00,0.0,0.0,0.15,0.0
2020-01-01 21:00:00,0.0,0.0,-0.05,0.0
2020-01-01 22:00:00,0.0,0.0,0.01,0.0
2020-01-01 23:00:00,0.0,0.0,-0.14,0.0
2020-01-02 00:00:00,0.0,0.0,-0.43,0.0
2020-01-02 01:00:00,0.0,0.0,-1.13,0.0
2020-01-02 02:00:00,0.0,0.0,-1.46,0.0
2020-01-02 03:00:00,0.0,0.0,-1.53,0.0
2020-01-02 04:00:00,0.0,0.0,-2.25,0.0
2020-01-02 05:00:00,0.0,0.0,-1.63,0.0
2020-01-02 06:00:00,36.97,61.0,-1.47,0.036969999999999996
2020-01-02 07:00:00,92.78,122.0,0.74,0.09278
2020-01-02 08:00:00,132.81,165.0,0.35,0.13281
2020-01-02 09:00:00,162.9,199.0,2.12,0.16290000000000002
2020-01-02 10:00:00,177.87,216.0,2.75,0.17787
2020-01-02 11:00:00,181.63,221.0,3.07,0.18162999999999999
2020-01-02 12:00:00,160.65,200.0,2.91,0.16065000000000002
2020-01-02 13:00:00,64.95,91.0,2.61,0.06495000000000001
2020-01-02 14:00:00,9.55,27.16,1.63,0.009550000000000001
2020-01-02 15:00:00,0.0,0.0,1.09,0.0
2020-01-02 16:00:00,0.0,0.0,2.2,0.0
2020-01-02 17:00:00,0.0,0.0,1.83,0.0
2020-01-02 18:00:00,0.0,0.0,1.71,0.0
2020-01-02 19:00:00,0.0,0.0,1.76,0.0
2020-01-02 20:00:00,0.0,0.0,1.66,0.0
2020-01-02 21:00:00,0.0,0.0,1.46,0.0
2020-01-02 22:00:00,0.0,0.0,1.22,0.0
2020-01-02 23:00:00,0.0,0.0,1.15,0.0
2020-01-03 00:00:00,0.0,0.0,0.88,0.0
2020-01-03 01:00:00,0.0,0.0,-0.26,0.0
