,temperature_2m,cloud_cover,shortwave_radiation,direct_radiation,direct_normal_irradiance,diffuse_radiation,wind_speed_10m,precipitation,time
2367,11.9,100,569.0,241.0,311.3,328.0,9.6,0.1,2026-04-09 15:00:00
2368,10.9,99,473.0,185.0,274.2,288.0,9.4,0.0,2026-04-09 16:00:00
2369,10.6,20,355.0,164.0,306.5,191.0,6.6,0.0,2026-04-09 17:00:00
2370,10.2,16,304.0,207.0,567.0,97.0,5.6,0.0,2026-04-09 18:00:00
2371,9.0,2,110.0,52.0,295.1,58.0,3.2,0.0,2026-04-09 19:00:00
2372,7.4,0,7.0,1.0,17.0,6.0,3.5,0.0,2026-04-09 20:00:00
2373,6.5,1,0.0,0.0,0.0,0.0,1.8,0.0,2026-04-09 21:00:00
2374,6.1,10,0.0,0.0,0.0,0.0,0.7,0.0,2026-04-09 22:00:00
2375,4.9,26,0.0,0.0,0.0,0.0,1.7,0.0,2026-04-09 23:00:00
2376,4.4,4,0.0,0.0,0.0,0.0,1.8,0.0,2026-04-10 00:00:00
2377,3.7,100,0.0,0.0,0.0,0.0,1.1,0.0,2026-04-10 01:00:00
2378,3.4,100,0.0,0.0,0.0,0.0,1.4,0.0,2026-04-10 02:00:00
2379,3.8,99,0.0,0.0,0.0,0.0,5.6,0.3,2026-04-10 03:00:00
2380,2.7,98,0.0,0.0,0.0,0.0,1.5,3.4,2026-04-10 04:00:00
2381,3.2,100,0.0,0.0,0.0,0.0,3.1,0.1,2026-04-10 05:00:00
2382,3.0,71,0.0,0.0,0.0,0.0,3.6,0.0,2026-04-10 06:00:00
2383,2.5,96,9.0,1.0,14.3,8.0,1.9,1.0,2026-04-10 07:00:00
2384,3.5,87,102.0,36.0,181.7,66.0,1.8,0.5,2026-04-10 08:00:00
2385,5.3,75,267.0,129.0,334.3,138.0,1.8,0.0,2026-04-10 09:00:00
2386,7.4,97,498.0,330.0,596.2,168.0,3.1,0.0,2026-04-10 10:00:00
2387,8.7,85,579.0,365.0,529.3,214.0,5.0,0.0,2026-04-10 11:00:00
2388,9.8,80,628.0,421.0,536.4,207.0,4.8,0.0,2026-04-10 12:00:00
2389,9.6,100,683.0,384.0,461.1,299.0,7.0,0.1,2026-04-10 13:00:00
2390,7.4,63,480.0,131.0,157.8,349.0,7.1,1.7,2026-04-10 14:00:00
2391,7.5,100,465.0,232.0,298.4,233.0,9.4,0.0,2026-04-10 15:00:00
2392,8.5,100,331.0,135.0,199.2,196.0,5.8,0.5,2026-04-10 16:00:00
2393,7.3,99,232.0,14.0,26.0,218.0,4.9,0.3,2026-04-10 17:00:00
2394,6.6,100,100.0,2.0,5.4,98.0,2.4,0.6,2026-04-10 18:00:00
2395,6.5,100,48.0,4.0,22.3,44.0,1.5,0.1,2026-04-10 19:00:00
2396,6.1,100,4.0,0.0,0.0,4.0,0.5,0.1,2026-04-10 20:00:00
2397,5.5,99,0.0,0.0,0.0,0.0,1.8,0.1,2026-04-10 21:00:00
2398,5.6,100,0.0,0.0,0.0,0.0,2.0,0.1,2026-04-10 22:00:00
2399,4.9,44,0.0,0.0,0.0,0.0,1.8,1.2,2026-04-10 23:00:00
2400,4.7,70,0.0,0.0,0.0,0.0,2.4,0.1,2026-04-11 00:00:00
2401,4.5,95,0.0,0.0,0.0,0.0,1.9,0.0,2026-04-11 01:00:00
2402,4.2,91,0.0,0.0,0.0,0.0,1.1,0.0,2026-04-11 02:00:00
2403,3.7,74,0.0,0.0,0.0,0.0,0.6,0.0,2026-04-11 03:00:00
2404,4.2,100,0.0,0.0,0.0,0.0,0.6,0.8,2026-04-11 04:00:00
2405,3.9,99,0.0,0.0,0.0,0.0,0.9,0.2,2026-04-11 05:00:00
2406,3.5,99,0.0,0.0,0.0,0.0,0.6,0.1,2026-04-11 06:00:00
2407,3.1,100,9.0,1.0,13.8,8.0,2.1,0.2,2026-04-11 07:00:00
2408,5.0,100,87.0,22.0,108.4,65.0,2.4,0.2,2026-04-11 08:00:00
2409,6.3,94,229.0,121.0,309.9,108.0,0.9,0.1,2026-04-11 09:00:00
2410,7.9,98,447.0,295.0,528.8,152.0,1.3,0.1,2026-04-11 10:00:00
2411,9.2,76,592.0,406.0,585.3,186.0,1.7,0.1,2026-04-11 11:00:00
2412,10.5,84,724.0,518.0,656.8,206.0,3.1,0.2,2026-04-11 12:00:00
2413,11.0,90,761.0,561.0,670.7,200.0,5.2,0.2,2026-04-11 13:00:00
2414,11.3,100,726.0,469.0,562.6,257.0,6.5,0.0,2026-04-11 14:00:00
2415,11.2,100,691.0,459.0,588.0,232.0,7.9,0.0,2026-04-11 15:00:00
2416,10.7,100,444.0,172.0,252.6,272.0,8.6,0.0,2026-04-11 16:00:00
2417,10.4,100,380.0,186.0,343.7,194.0,6.0,0.0,2026-04-11 17:00:00
2418,9.9,70,267.0,145.0,390.5,122.0,6.7,0.0,2026-04-11 18:00:00
2419,8.6,17,108.0,46.0,251.8,62.0,5.4,0.0,2026-04-11 19:00:00
2420,6.8,11,7.0,1.0,16.1,6.0,4.0,0.0,2026-04-11 20:00:00
2421,6.2,2,0.0,0.0,0.0,0.0,1.5,0.0,2026-04-11 21:00:00
2422,5.9,1,0.0,0.0,0.0,0.0,2.9,0.0,2026-04-11 22:00:00
2423,5.2,0,0.0,0.0,0.0,0.0,0.4,0.0,2026-04-11 23:00:00
2424,3.9,5,0.0,0.0,0.0,0.0,1.5,0.0,2026-04-12 00:00:00
2425,2.5,16,0.0,0.0,0.0,0.0,1.8,0.0,2026-04-12 01:00:00
2426,1.7,99,0.0,0.0,0.0,0.0,3.0,0.0,2026-04-12 02:00:00
2427,3.3,0,0.0,0.0,0.0,0.0,0.3,0.0,2026-04-12 03:00:00
2428,3.3,0,0.0,0.0,0.0,0.0,0.2,0.0,2026-04-12 04:00:00
2429,2.6,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-12 05:00:00
2430,2.0,0,0.0,0.0,0.0,0.0,0.4,0.0,2026-04-12 06:00:00
2431,2.2,0,14.0,3.0,40.2,11.0,0.4,0.0,2026-04-12 07:00:00
2432,4.2,0,143.0,76.0,365.9,67.0,0.4,0.0,2026-04-12 08:00:00
2433,6.9,0,336.0,233.0,589.9,103.0,1.4,0.0,2026-04-12 09:00:00
2434,8.9,5,526.0,400.0,711.6,126.0,1.4,0.0,2026-04-12 10:00:00
2435,10.6,16,686.0,545.0,781.2,141.0,2.9,0.1,2026-04-12 11:00:00
2436,11.8,12,771.0,604.0,762.3,167.0,3.7,0.0,2026-04-12 12:00:00
2437,12.3,13,808.0,630.0,750.1,178.0,5.4,0.0,2026-04-12 13:00:00
2438,12.4,22,780.0,582.0,695.4,198.0,7.2,0.0,2026-04-12 14:00:00
2439,12.6,5,707.0,516.0,658.4,191.0,9.1,0.1,2026-04-12 15:00:00
2440,12.4,2,646.0,493.0,720.9,153.0,9.7,0.0,2026-04-12 16:00:00
2441,11.3,0,504.0,377.0,692.7,127.0,10.8,0.0,2026-04-12 17:00:00
2442,10.2,0,311.0,209.0,558.3,102.0,8.8,0.0,2026-04-12 18:00:00
2443,8.8,0,123.0,62.0,333.6,61.0,5.2,0.0,2026-04-12 19:00:00
2444,6.9,0,9.0,2.0,31.4,7.0,4.2,0.0,2026-04-12 20:00:00
2445,6.2,0,0.0,0.0,0.0,0.0,3.1,0.0,2026-04-12 21:00:00
2446,6.1,0,0.0,0.0,0.0,0.0,2.9,0.0,2026-04-12 22:00:00
2447,5.3,1,0.0,0.0,0.0,0.0,2.9,0.0,2026-04-12 23:00:00
2448,4.6,5,0.0,0.0,0.0,0.0,1.1,0.0,2026-04-13 00:00:00
2449,3.8,5,0.0,0.0,0.0,0.0,0.3,0.0,2026-04-13 01:00:00
2450,2.8,5,0.0,0.0,0.0,0.0,0.4,0.0,2026-04-13 02:00:00
2451,2.4,98,0.0,0.0,0.0,0.0,0.7,0.0,2026-04-13 03:00:00
2452,2.0,96,0.0,0.0,0.0,0.0,2.7,0.0,2026-04-13 04:00:00
2453,1.4,98,0.0,0.0,0.0,0.0,1.8,0.0,2026-04-13 05:00:00
2454,1.0,99,0.0,0.0,0.0,0.0,1.1,0.0,2026-04-13 06:00:00
2455,1.3,98,16.0,4.0,52.0,12.0,1.3,0.0,2026-04-13 07:00:00
2456,3.8,2,147.0,78.0,367.2,69.0,1.3,0.0,2026-04-13 08:00:00
2457,6.9,0,340.0,235.0,588.3,105.0,1.7,0.0,2026-04-13 09:00:00
2458,9.1,2,525.0,389.0,686.9,136.0,1.8,0.0,2026-04-13 10:00:00
2459,10.5,2,679.0,526.0,749.7,153.0,1.8,0.0,2026-04-13 11:00:00
2460,11.8,0,798.0,635.0,797.7,163.0,1.8,0.0,2026-04-13 12:00:00
2461,12.9,1,865.0,712.0,844.3,153.0,4.1,0.0,2026-04-13 13:00:00
2462,13.4,24,843.0,664.0,790.4,179.0,5.8,0.0,2026-04-13 14:00:00
2463,13.7,9,768.0,591.0,751.2,177.0,9.2,0.0,2026-04-13 15:00:00
2464,13.3,42,649.0,482.0,701.8,167.0,10.7,0.0,2026-04-13 16:00:00
2465,12.5,89,498.0,369.0,674.3,129.0,9.8,0.0,2026-04-13 17:00:00
2466,11.5,100,302.0,188.0,498.1,114.0,7.4,0.0,2026-04-13 18:00:00
2467,10.1,99,105.0,25.0,132.2,80.0,4.9,0.0,2026-04-13 19:00:00
2468,8.5,37,9.0,0.0,0.0,9.0,3.7,0.0,2026-04-13 20:00:00
2469,7.8,37,0.0,0.0,0.0,0.0,1.5,0.0,2026-04-13 21:00:00
2470,7.5,100,0.0,0.0,0.0,0.0,1.6,0.0,2026-04-13 22:00:00
2471,6.8,94,0.0,0.0,0.0,0.0,0.6,0.0,2026-04-13 23:00:00
2472,6.0,100,0.0,0.0,0.0,0.0,0.6,0.0,2026-04-14 00:00:00
2473,5.7,11,0.0,0.0,0.0,0.0,0.9,0.0,2026-04-14 01:00:00
2474,5.0,1,0.0,0.0,0.0,0.0,0.7,0.0,2026-04-14 02:00:00
2475,4.7,28,0.0,0.0,0.0,0.0,0.6,0.0,2026-04-14 03:00:00
2476,3.8,45,0.0,0.0,0.0,0.0,1.9,0.0,2026-04-14 04:00:00
2477,3.1,27,0.0,0.0,0.0,0.0,1.9,0.0,2026-04-14 05:00:00
2478,2.8,50,0.0,0.0,0.0,0.0,0.9,0.0,2026-04-14 06:00:00
2479,3.4,50,17.0,4.0,50.4,13.0,0.4,0.0,2026-04-14 07:00:00
2480,5.6,15,145.0,74.0,340.8,71.0,1.8,0.0,2026-04-14 08:00:00
2481,8.4,9,333.0,223.0,552.1,110.0,1.9,0.0,2026-04-14 09:00:00
2482,11.1,0,525.0,398.0,697.6,127.0,1.5,0.0,2026-04-14 10:00:00
2483,13.5,0,686.0,547.0,775.4,139.0,1.3,0.0,2026-04-14 11:00:00
2484,15.2,2,798.0,650.0,812.9,148.0,3.5,0.0,2026-04-14 12:00:00
2485,16.0,2,853.0,701.0,828.0,152.0,5.5,0.0,2026-04-14 13:00:00
2486,16.5,61,846.0,694.0,823.0,152.0,6.2,0.0,2026-04-14 14:00:00
2487,17.1,62,778.0,626.0,792.7,152.0,6.9,0.0,2026-04-14 15:00:00
2488,16.9,100,654.0,502.0,727.8,152.0,8.2,0.0,2026-04-14 16:00:00
2489,16.2,5,468.0,300.0,545.3,168.0,7.5,0.0,2026-04-14 17:00:00
2490,15.3,59,308.0,208.0,546.7,100.0,7.3,0.0,2026-04-14 18:00:00
2491,13.4,100,123.0,60.0,312.1,63.0,5.1,0.0,2026-04-14 19:00:00
2492,11.3,100,9.0,0.0,0.0,9.0,4.2,0.0,2026-04-14 20:00:00
2493,11.2,100,0.0,0.0,0.0,0.0,1.3,0.0,2026-04-14 21:00:00
2494,11.0,95,0.0,0.0,0.0,0.0,3.6,0.0,2026-04-14 22:00:00
2495,9.9,77,0.0,0.0,0.0,0.0,1.1,0.0,2026-04-14 23:00:00
2496,9.6,84,0.0,0.0,0.0,0.0,1.6,0.0,2026-04-15 00:00:00
2497,9.6,41,0.0,0.0,0.0,0.0,1.1,0.0,2026-04-15 01:00:00
2498,9.1,11,0.0,0.0,0.0,0.0,0.4,0.0,2026-04-15 02:00:00
2499,8.7,9,0.0,0.0,0.0,0.0,1.3,0.0,2026-04-15 03:00:00
2500,8.0,1,0.0,0.0,0.0,0.0,0.5,0.0,2026-04-15 04:00:00
2501,7.6,1,0.0,0.0,0.0,0.0,0.6,0.0,2026-04-15 05:00:00
2502,7.0,13,0.0,0.0,0.0,0.0,0.7,0.0,2026-04-15 06:00:00
2503,7.2,0,18.0,5.0,61.2,13.0,1.9,0.0,2026-04-15 07:00:00
2504,9.2,10,146.0,73.0,329.2,73.0,3.8,0.0,2026-04-15 08:00:00
2505,11.6,18,328.0,212.0,519.2,116.0,1.7,0.0,2026-04-15 09:00:00
2506,14.2,91,515.0,380.0,661.3,135.0,1.8,0.0,2026-04-15 10:00:00
2507,16.2,88,667.0,509.0,717.6,158.0,1.0,0.0,2026-04-15 11:00:00
2508,17.8,23,779.0,607.0,755.7,172.0,1.4,0.0,2026-04-15 12:00:00
2509,19.1,27,845.0,693.0,815.3,152.0,2.3,0.0,2026-04-15 13:00:00
2510,19.7,100,835.0,672.0,794.0,163.0,3.8,0.0,2026-04-15 14:00:00
2511,19.6,99,711.0,447.0,563.9,264.0,6.0,0.0,2026-04-15 15:00:00
2512,19.4,34,607.0,392.0,565.9,215.0,7.3,0.0,2026-04-15 16:00:00
2513,18.5,79,492.0,364.0,658.1,128.0,7.7,0.0,2026-04-15 17:00:00
2514,17.1,97,305.0,198.0,516.3,107.0,6.4,0.0,2026-04-15 18:00:00
2515,15.1,83,122.0,55.0,281.5,67.0,4.4,0.0,2026-04-15 19:00:00
2516,12.4,91,11.0,2.0,29.2,9.0,4.2,0.0,2026-04-15 20:00:00
2517,10.5,53,0.0,0.0,0.0,0.0,3.0,0.0,2026-04-15 21:00:00
2518,10.1,97,0.0,0.0,0.0,0.0,2.6,0.0,2026-04-15 22:00:00
2519,9.8,88,0.0,0.0,0.0,0.0,1.8,0.0,2026-04-15 23:00:00
2520,9.5,7,0.0,0.0,0.0,0.0,0.4,0.0,2026-04-16 00:00:00
2521,8.9,5,0.0,0.0,0.0,0.0,0.9,0.0,2026-04-16 01:00:00
2522,8.6,24,0.0,0.0,0.0,0.0,1.3,0.0,2026-04-16 02:00:00
2523,8.2,9,0.0,0.0,0.0,0.0,2.6,0.0,2026-04-16 03:00:00
2524,7.9,4,0.0,0.0,0.0,0.0,0.2,0.0,2026-04-16 04:00:00
2525,7.3,8,0.0,0.0,0.0,0.0,0.9,0.0,2026-04-16 05:00:00
2526,6.9,10,0.0,0.0,0.0,0.0,1.5,0.0,2026-04-16 06:00:00
2527,7.3,11,20.0,5.0,59.5,15.0,0.9,0.0,2026-04-16 07:00:00
2528,8.9,7,154.0,83.0,366.6,71.0,2.0,0.0,2026-04-16 08:00:00
2529,10.4,11,343.0,240.0,581.5,103.0,1.4,0.0,2026-04-16 09:00:00
2530,12.7,32,532.0,410.0,708.5,122.0,2.4,0.0,2026-04-16 10:00:00
2531,15.0,48,681.0,540.0,757.3,141.0,0.6,0.0,2026-04-16 11:00:00
2532,17.0,89,775.0,601.0,745.0,174.0,2.1,0.0,2026-04-16 12:00:00
2533,18.3,2,836.0,662.0,775.9,174.0,3.9,0.0,2026-04-16 13:00:00
2534,18.7,31,840.0,687.0,808.8,153.0,5.5,0.0,2026-04-16 14:00:00
2535,18.6,100,776.0,612.0,769.2,164.0,5.5,0.0,2026-04-16 15:00:00
2536,18.7,99,596.0,366.0,526.2,230.0,5.6,0.0,2026-04-16 16:00:00
2537,18.2,100,431.0,225.0,404.7,206.0,6.3,0.0,2026-04-16 17:00:00
2538,16.6,99,280.0,144.0,372.6,136.0,8.3,0.0,2026-04-16 18:00:00
2539,14.1,100,102.0,19.0,95.7,83.0,7.7,0.0,2026-04-16 19:00:00
2540,12.0,100,9.0,0.0,0.0,9.0,6.8,0.0,2026-04-16 20:00:00
2541,10.9,100,0.0,0.0,0.0,0.0,4.3,0.0,2026-04-16 21:00:00
2542,10.5,100,0.0,0.0,0.0,0.0,5.7,0.0,2026-04-16 22:00:00
2543,10.0,99,0.0,0.0,0.0,0.0,3.5,0.0,2026-04-16 23:00:00
2544,9.4,77,0.0,0.0,0.0,0.0,1.8,0.0,2026-04-17 00:00:00
2545,9.1,2,0.0,0.0,0.0,0.0,1.3,0.0,2026-04-17 01:00:00
2546,8.7,1,0.0,0.0,0.0,0.0,1.7,0.0,2026-04-17 02:00:00
2547,7.8,6,0.0,0.0,0.0,0.0,0.4,0.0,2026-04-17 03:00:00
2548,7.9,15,0.0,0.0,0.0,0.0,0.9,0.0,2026-04-17 04:00:00
2549,7.2,42,0.0,0.0,0.0,0.0,1.6,0.0,2026-04-17 05:00:00
2550,6.8,96,0.0,0.0,0.0,0.0,1.5,0.0,2026-04-17 06:00:00
2551,6.6,100,15.0,2.0,23.2,13.0,2.5,0.0,2026-04-17 07:00:00
2552,7.0,89,94.0,28.0,121.2,66.0,2.0,0.0,2026-04-17 08:00:00
2553,7.5,100,208.0,73.0,175.0,135.0,1.1,0.0,2026-04-17 09:00:00
2554,9.7,100,357.0,138.0,236.8,219.0,1.9,0.0,2026-04-17 10:00:00
2555,12.7,100,565.0,302.0,421.3,263.0,1.4,0.0,2026-04-17 11:00:00
2556,15.1,100,560.0,225.0,277.7,335.0,0.9,0.0,2026-04-17 12:00:00
2557,16.5,91,665.0,318.0,371.3,347.0,1.0,0.0,2026-04-17 13:00:00
2558,18.1,73,743.0,494.0,579.5,249.0,2.2,0.0,2026-04-17 14:00:00
2559,18.4,100,720.0,525.0,657.4,195.0,3.6,0.0,2026-04-17 15:00:00
2560,18.2,100,570.0,359.0,514.0,211.0,7.2,0.0,2026-04-17 16:00:00
2561,17.0,100,415.0,197.0,352.5,218.0,8.1,0.0,2026-04-17 17:00:00
2562,15.1,100,214.0,77.0,197.7,137.0,7.7,0.0,2026-04-17 18:00:00
2563,13.3,100,79.0,10.0,49.6,69.0,6.7,0.0,2026-04-17 19:00:00
2564,12.2,100,7.0,0.0,0.0,7.0,5.6,0.0,2026-04-17 20:00:00
2565,11.2,100,0.0,0.0,0.0,0.0,4.6,0.0,2026-04-17 21:00:00
2566,10.8,100,0.0,0.0,0.0,0.0,5.5,0.0,2026-04-17 22:00:00
2567,10.6,100,0.0,0.0,0.0,0.0,3.6,0.0,2026-04-17 23:00:00
2568,10.5,100,0.0,0.0,0.0,0.0,3.4,0.0,2026-04-18 00:00:00
2569,10.4,100,0.0,0.0,0.0,0.0,4.6,0.0,2026-04-18 01:00:00
2570,10.3,100,0.0,0.0,0.0,0.0,4.1,0.0,2026-04-18 02:00:00
2571,10.6,100,0.0,0.0,0.0,0.0,3.6,0.1,2026-04-18 03:00:00
2572,10.3,99,0.0,0.0,0.0,0.0,3.0,0.1,2026-04-18 04:00:00
2573,9.9,100,0.0,0.0,0.0,0.0,3.7,0.4,2026-04-18 05:00:00
2574,9.0,99,0.0,0.0,0.0,0.0,0.6,0.8,2026-04-18 06:00:00
2575,9.6,100,6.0,0.0,0.0,6.0,3.0,0.1,2026-04-18 07:00:00
2576,10.0,100,83.0,11.0,46.7,72.0,7.3,0.1,2026-04-18 08:00:00
2577,10.8,100,111.0,0.0,0.0,111.0,8.8,0.1,2026-04-18 09:00:00
2578,11.0,100,121.0,0.0,0.0,121.0,9.1,0.0,2026-04-18 10:00:00
2579,11.5,100,171.0,5.0,6.9,166.0,8.4,0.0,2026-04-18 11:00:00
2580,11.8,100,178.0,9.0,11.1,169.0,6.9,0.0,2026-04-18 12:00:00
2581,12.4,100,259.0,5.0,5.8,254.0,7.4,0.0,2026-04-18 13:00:00
2582,12.9,100,353.0,20.0,23.4,333.0,8.5,0.0,2026-04-18 14:00:00
2583,12.4,100,242.0,27.0,33.7,215.0,8.4,0.0,2026-04-18 15:00:00
2584,12.4,100,154.0,4.0,5.7,150.0,5.3,0.0,2026-04-18 16:00:00
2585,12.6,100,240.0,28.0,49.8,212.0,4.0,0.0,2026-04-18 17:00:00
2586,12.5,100,153.0,23.0,58.6,130.0,3.1,0.0,2026-04-18 18:00:00
2587,12.0,100,50.0,0.0,0.0,50.0,1.8,0.0,2026-04-18 19:00:00
2588,11.0,100,7.0,0.0,0.0,7.0,3.2,0.1,2026-04-18 20:00:00
2589,10.2,100,0.0,0.0,0.0,0.0,3.9,0.6,2026-04-18 21:00:00
2590,10.0,100,0.0,0.0,0.0,0.0,5.4,0.7,2026-04-18 22:00:00
2591,9.9,100,0.0,0.0,0.0,0.0,3.0,0.1,2026-04-18 23:00:00
2592,9.8,100,0.0,0.0,0.0,0.0,3.5,0.3,2026-04-19 00:00:00
2593,9.7,98,0.0,0.0,0.0,0.0,2.6,0.3,2026-04-19 01:00:00
2594,9.4,97,0.0,0.0,0.0,0.0,2.3,0.9,2026-04-19 02:00:00
2595,9.0,95,0.0,0.0,0.0,0.0,3.0,1.1,2026-04-19 03:00:00
2596,8.8,94,0.0,0.0,0.0,0.0,2.3,0.6,2026-04-19 04:00:00
2597,8.2,100,0.0,0.0,0.0,0.0,2.9,0.4,2026-04-19 05:00:00
2598,7.4,99,0.0,0.0,0.0,0.0,1.7,0.9,2026-04-19 06:00:00
2599,7.4,99,22.0,5.0,55.0,17.0,4.2,0.5,2026-04-19 07:00:00
2600,8.9,95,140.0,58.0,241.6,82.0,4.2,1.5,2026-04-19 08:00:00
2601,10.2,99,250.0,109.0,256.2,141.0,3.2,0.5,2026-04-19 09:00:00
2602,11.4,100,272.0,93.0,157.5,179.0,4.1,0.1,2026-04-19 10:00:00
2603,12.6,92,312.0,63.0,87.0,249.0,6.8,0.1,2026-04-19 11:00:00
2604,13.1,38,349.0,136.0,166.5,213.0,7.3,0.2,2026-04-19 12:00:00
2605,14.2,48,584.0,345.0,399.9,239.0,8.5,0.6,2026-04-19 13:00:00
2606,14.1,16,479.0,257.0,299.4,222.0,8.6,0.1,2026-04-19 14:00:00
2607,14.2,22,735.0,543.0,675.2,192.0,9.7,0.2,2026-04-19 15:00:00
2608,14.3,27,599.0,422.0,599.4,177.0,8.6,0.1,2026-04-19 16:00:00
2609,13.8,31,444.0,301.0,533.2,143.0,8.3,0.0,2026-04-19 17:00:00
2610,12.8,59,200.0,68.0,172.0,132.0,6.6,0.0,2026-04-19 18:00:00
2611,11.9,31,102.0,34.0,163.5,68.0,3.4,0.0,2026-04-19 19:00:00
2612,10.5,19,12.0,2.0,26.7,10.0,0.2,0.1,2026-04-19 20:00:00
2613,9.9,41,0.0,0.0,0.0,0.0,1.3,0.2,2026-04-19 21:00:00
2614,9.4,34,0.0,0.0,0.0,0.0,0.9,0.0,2026-04-19 22:00:00
2615,8.4,23,0.0,0.0,0.0,0.0,0.5,0.0,2026-04-19 23:00:00
2616,7.3,7,0.0,0.0,0.0,0.0,0.5,0.0,2026-04-20 00:00:00
2617,6.0,8,0.0,0.0,0.0,0.0,0.9,0.0,2026-04-20 01:00:00
2618,5.0,99,0.0,0.0,0.0,0.0,2.0,0.0,2026-04-20 02:00:00
2619,4.6,100,0.0,0.0,0.0,0.0,1.5,0.0,2026-04-20 03:00:00
2620,4.6,98,0.0,0.0,0.0,0.0,3.1,0.0,2026-04-20 04:00:00
2621,4.1,88,0.0,0.0,0.0,0.0,1.9,0.0,2026-04-20 05:00:00
2622,3.5,80,0.0,0.0,0.0,0.0,2.0,0.0,2026-04-20 06:00:00
2623,3.8,75,28.0,8.0,85.9,20.0,3.1,0.0,2026-04-20 07:00:00
2624,5.9,80,172.0,92.0,376.3,80.0,1.3,0.0,2026-04-20 08:00:00
2625,8.2,20,369.0,260.0,605.1,109.0,0.8,0.0,2026-04-20 09:00:00
2626,10.7,0,559.0,432.0,726.7,127.0,2.0,0.0,2026-04-20 10:00:00
2627,12.5,1,719.0,580.0,797.0,139.0,2.2,0.0,2026-04-20 11:00:00
2628,14.1,3,829.0,679.0,827.8,150.0,2.6,0.0,2026-04-20 12:00:00
2629,15.4,19,872.0,706.0,815.4,166.0,2.6,0.0,2026-04-20 13:00:00
2630,16.5,23,840.0,642.0,745.4,198.0,2.0,0.0,2026-04-20 14:00:00
2631,17.4,1,804.0,647.0,801.7,157.0,3.2,0.0,2026-04-20 15:00:00
2632,17.2,11,684.0,543.0,768.3,141.0,4.6,0.0,2026-04-20 16:00:00
2633,16.6,4,508.0,380.0,669.8,128.0,3.8,0.0,2026-04-20 17:00:00
2634,16.2,0,330.0,228.0,572.6,102.0,0.6,0.0,2026-04-20 18:00:00
2635,15.1,0,142.0,75.0,355.5,67.0,1.4,0.0,2026-04-20 19:00:00
2636,13.0,0,16.0,4.0,52.4,12.0,1.0,0.0,2026-04-20 20:00:00
2637,11.4,0,0.0,0.0,0.0,0.0,1.3,0.0,2026-04-20 21:00:00
2638,10.4,0,0.0,0.0,0.0,0.0,0.9,0.0,2026-04-20 22:00:00
2639,9.1,0,0.0,0.0,0.0,0.0,1.6,0.0,2026-04-20 23:00:00
2640,8.2,0,0.0,0.0,0.0,0.0,2.5,0.0,2026-04-21 00:00:00
2641,7.5,0,0.0,0.0,0.0,0.0,2.5,0.0,2026-04-21 01:00:00
2642,7.0,5,0.0,0.0,0.0,0.0,2.8,0.0,2026-04-21 02:00:00
2643,6.8,13,0.0,0.0,0.0,0.0,1.9,0.0,2026-04-21 03:00:00
2644,6.5,0,0.0,0.0,0.0,0.0,4.2,0.0,2026-04-21 04:00:00
2645,6.1,3,0.0,0.0,0.0,0.0,4.8,0.0,2026-04-21 05:00:00
2646,6.0,7,0.0,0.0,0.0,0.0,3.8,0.0,2026-04-21 06:00:00
2647,7.2,91,29.0,9.0,94.4,20.0,2.7,1.0,2026-04-21 07:00:00
2648,7.8,75,105.0,36.0,144.7,69.0,4.4,4.0,2026-04-21 08:00:00
2649,10.7,84,240.0,110.0,253.6,130.0,9.2,5.2,2026-04-21 09:00:00
2650,13.9,29,401.0,199.0,332.6,202.0,6.4,0.0,2026-04-21 10:00:00
2651,16.5,15,651.0,453.0,619.5,198.0,6.2,0.0,2026-04-21 11:00:00
2652,18.0,73,784.0,618.0,750.5,166.0,0.8,0.0,2026-04-21 12:00:00
2653,19.7,7,854.0,692.0,796.5,162.0,7.2,0.0,2026-04-21 13:00:00
2654,20.2,99,849.0,678.0,784.6,171.0,10.3,0.0,2026-04-21 14:00:00
2655,18.8,100,605.0,332.0,410.0,273.0,9.0,0.0,2026-04-21 15:00:00
2656,18.1,100,398.0,94.0,132.5,304.0,4.7,0.0,2026-04-21 16:00:00
2657,17.7,100,325.0,77.0,135.1,248.0,5.9,0.0,2026-04-21 17:00:00
2658,16.6,100,223.0,53.0,132.1,170.0,7.3,0.0,2026-04-21 18:00:00
2659,14.9,98,98.0,13.0,60.7,85.0,6.7,0.0,2026-04-21 19:00:00
2660,12.9,100,14.0,1.0,12.8,13.0,4.6,0.0,2026-04-21 20:00:00
2661,12.7,100,0.0,0.0,0.0,0.0,4.2,0.0,2026-04-21 21:00:00
2662,12.4,100,0.0,0.0,0.0,0.0,6.8,0.0,2026-04-21 22:00:00
2663,12.1,100,0.0,0.0,0.0,0.0,3.4,0.9,2026-04-21 23:00:00
2664,12.0,100,0.0,0.0,0.0,0.0,4.3,0.5,2026-04-22 00:00:00
2665,11.8,100,0.0,0.0,0.0,0.0,4.8,0.2,2026-04-22 01:00:00
2666,11.3,100,0.0,0.0,0.0,0.0,6.6,0.0,2026-04-22 02:00:00
2667,11.0,100,0.0,0.0,0.0,0.0,4.9,0.1,2026-04-22 03:00:00
2668,10.8,100,0.0,0.0,0.0,0.0,5.8,0.1,2026-04-22 04:00:00
