,temperature_2m,cloud_cover,shortwave_radiation,direct_radiation,direct_normal_irradiance,diffuse_radiation,wind_speed_10m,precipitation,time
0,-5.8,100,0.0,0.0,0.0,0.0,2.0,0.0,2026-01-01 00:00:00
1,-7.5,100,0.0,0.0,0.0,0.0,0.6,0.0,2026-01-01 01:00:00
2,-7.5,100,0.0,0.0,0.0,0.0,3.3,0.0,2026-01-01 02:00:00
3,-9.7,100,0.0,0.0,0.0,0.0,3.6,0.0,2026-01-01 03:00:00
4,-9.9,99,0.0,0.0,0.0,0.0,5.4,0.0,2026-01-01 04:00:00
5,-9.9,99,0.0,0.0,0.0,0.0,6.4,0.0,2026-01-01 05:00:00
6,-9.7,100,0.0,0.0,0.0,0.0,6.7,0.0,2026-01-01 06:00:00
7,-8.7,100,0.0,0.0,0.0,0.0,7.0,0.0,2026-01-01 07:00:00
8,-8.2,100,0.0,0.0,0.0,0.0,5.8,0.0,2026-01-01 08:00:00
9,-6.6,100,7.0,0.0,0.0,7.0,3.8,1.2,2026-01-01 09:00:00
10,-4.7,100,17.0,0.0,0.0,17.0,3.2,1.2,2026-01-01 10:00:00
11,-2.2,100,111.0,1.0,3.4,110.0,6.0,1.2,2026-01-01 11:00:00
12,-1.0,100,145.0,0.0,0.0,145.0,6.0,1.9,2026-01-01 12:00:00
13,-0.1,96,256.0,3.0,6.9,253.0,7.6,0.2,2026-01-01 13:00:00
14,0.3,94,291.0,53.0,122.6,238.0,7.6,0.0,2026-01-01 14:00:00
15,1.0,98,268.0,118.0,306.6,150.0,7.1,0.0,2026-01-01 15:00:00
16,-0.3,8,202.0,103.0,350.7,99.0,3.6,0.0,2026-01-01 16:00:00
17,-1.5,6,109.0,59.0,357.1,50.0,2.6,0.0,2026-01-01 17:00:00
18,-2.7,30,13.0,5.0,80.2,8.0,0.9,0.0,2026-01-01 18:00:00
19,-4.4,56,0.0,0.0,0.0,0.0,3.1,0.0,2026-01-01 19:00:00
20,-5.4,45,0.0,0.0,0.0,0.0,3.1,0.0,2026-01-01 20:00:00
21,-3.0,81,0.0,0.0,0.0,0.0,1.8,0.0,2026-01-01 21:00:00
22,-5.1,64,0.0,0.0,0.0,0.0,1.3,0.0,2026-01-01 22:00:00
23,-7.3,96,0.0,0.0,0.0,0.0,1.5,0.0,2026-01-01 23:00:00
24,-7.8,97,0.0,0.0,0.0,0.0,3.5,0.0,2026-01-02 00:00:00
25,-8.0,73,0.0,0.0,0.0,0.0,5.6,0.0,2026-01-02 01:00:00
26,-7.7,70,0.0,0.0,0.0,0.0,3.5,0.0,2026-01-02 02:00:00
27,-10.6,19,0.0,0.0,0.0,0.0,4.3,0.0,2026-01-02 03:00:00
28,-10.3,27,0.0,0.0,0.0,0.0,5.3,0.0,2026-01-02 04:00:00
29,-9.9,28,0.0,0.0,0.0,0.0,3.6,0.0,2026-01-02 05:00:00
30,-9.8,28,0.0,0.0,0.0,0.0,4.3,0.0,2026-01-02 06:00:00
31,-9.4,26,0.0,0.0,0.0,0.0,4.5,0.0,2026-01-02 07:00:00
32,-8.6,20,0.0,0.0,0.0,0.0,4.1,0.0,2026-01-02 08:00:00
33,-8.5,16,13.0,5.0,77.6,8.0,3.8,0.0,2026-01-02 09:00:00
34,-7.2,14,113.0,47.0,277.7,66.0,3.2,0.0,2026-01-02 10:00:00
35,-4.5,14,221.0,111.0,373.5,110.0,2.5,0.0,2026-01-02 11:00:00
36,-1.8,17,348.0,202.0,521.2,146.0,3.6,0.0,2026-01-02 12:00:00
37,-0.0,10,412.0,282.0,649.5,130.0,3.1,0.0,2026-01-02 13:00:00
38,1.2,3,446.0,342.0,788.3,104.0,3.2,0.0,2026-01-02 14:00:00
39,3.4,0,394.0,307.0,794.0,87.0,2.3,0.0,2026-01-02 15:00:00
40,2.2,0,281.0,210.0,709.9,71.0,1.0,0.0,2026-01-02 16:00:00
41,0.5,3,134.0,88.0,525.5,46.0,1.6,0.0,2026-01-02 17:00:00
42,-2.5,77,15.0,7.0,110.3,8.0,4.1,0.0,2026-01-02 18:00:00
43,-4.7,100,0.0,0.0,0.0,0.0,3.7,0.0,2026-01-02 19:00:00
44,-5.5,42,0.0,0.0,0.0,0.0,3.1,0.0,2026-01-02 20:00:00
45,-5.0,0,0.0,0.0,0.0,0.0,2.5,0.0,2026-01-02 21:00:00
46,-5.4,0,0.0,0.0,0.0,0.0,1.6,0.0,2026-01-02 22:00:00
47,-5.4,0,0.0,0.0,0.0,0.0,1.8,0.0,2026-01-02 23:00:00
48,-5.6,1,0.0,0.0,0.0,0.0,1.5,0.0,2026-01-03 00:00:00
49,-5.6,2,0.0,0.0,0.0,0.0,2.3,0.0,2026-01-03 01:00:00
50,-5.2,4,0.0,0.0,0.0,0.0,2.6,0.0,2026-01-03 02:00:00
51,-4.2,1,0.0,0.0,0.0,0.0,4.0,0.0,2026-01-03 03:00:00
52,-4.2,2,0.0,0.0,0.0,0.0,3.1,0.0,2026-01-03 04:00:00
53,-3.9,2,0.0,0.0,0.0,0.0,2.4,0.0,2026-01-03 05:00:00
54,-3.6,5,0.0,0.0,0.0,0.0,1.8,0.0,2026-01-03 06:00:00
55,-3.8,93,0.0,0.0,0.0,0.0,3.3,0.0,2026-01-03 07:00:00
56,-2.5,39,0.0,0.0,0.0,0.0,3.7,0.0,2026-01-03 08:00:00
57,-1.2,19,13.0,4.0,62.0,9.0,4.8,0.0,2026-01-03 09:00:00
58,0.5,100,122.0,75.0,442.5,47.0,2.9,0.0,2026-01-03 10:00:00
59,2.7,83,195.0,115.0,386.2,80.0,3.4,0.0,2026-01-03 11:00:00
60,4.8,99,292.0,187.0,481.4,105.0,2.1,0.0,2026-01-03 12:00:00
61,5.1,100,248.0,58.0,133.2,190.0,4.6,0.0,2026-01-03 13:00:00
62,4.2,100,116.0,10.0,23.0,106.0,4.9,0.0,2026-01-03 14:00:00
63,5.7,99,110.0,4.0,10.3,106.0,6.2,0.0,2026-01-03 15:00:00
64,5.5,99,73.0,2.0,6.7,71.0,6.0,0.0,2026-01-03 16:00:00
65,4.6,97,46.0,2.0,11.8,44.0,6.6,0.0,2026-01-03 17:00:00
66,3.9,66,7.0,1.0,15.4,6.0,6.9,0.0,2026-01-03 18:00:00
67,3.5,92,0.0,0.0,0.0,0.0,5.5,0.0,2026-01-03 19:00:00
68,3.3,87,0.0,0.0,0.0,0.0,4.1,0.0,2026-01-03 20:00:00
69,4.0,95,0.0,0.0,0.0,0.0,4.0,0.0,2026-01-03 21:00:00
70,4.2,75,0.0,0.0,0.0,0.0,4.8,0.0,2026-01-03 22:00:00
71,3.7,76,0.0,0.0,0.0,0.0,5.0,0.0,2026-01-03 23:00:00
72,3.7,99,0.0,0.0,0.0,0.0,3.2,0.0,2026-01-04 00:00:00
73,4.2,86,0.0,0.0,0.0,0.0,1.1,0.0,2026-01-04 01:00:00
74,4.4,100,0.0,0.0,0.0,0.0,1.3,0.0,2026-01-04 02:00:00
75,4.7,97,0.0,0.0,0.0,0.0,0.9,0.0,2026-01-04 03:00:00
76,4.3,100,0.0,0.0,0.0,0.0,1.2,0.0,2026-01-04 04:00:00
77,3.5,93,0.0,0.0,0.0,0.0,1.5,0.0,2026-01-04 05:00:00
78,3.2,91,0.0,0.0,0.0,0.0,2.0,0.0,2026-01-04 06:00:00
79,3.2,95,0.0,0.0,0.0,0.0,0.9,0.0,2026-01-04 07:00:00
80,2.6,89,0.0,0.0,0.0,0.0,1.3,0.0,2026-01-04 08:00:00
81,3.8,70,12.0,3.0,46.4,9.0,1.1,0.0,2026-01-04 09:00:00
82,6.2,77,112.0,68.0,400.4,44.0,2.7,0.0,2026-01-04 10:00:00
83,8.5,36,220.0,146.0,489.2,74.0,5.5,0.0,2026-01-04 11:00:00
84,11.5,43,327.0,241.0,618.7,86.0,6.5,0.0,2026-01-04 12:00:00
85,13.7,58,392.0,300.0,686.7,92.0,6.4,0.0,2026-01-04 13:00:00
86,14.8,74,389.0,281.0,642.6,108.0,7.3,0.0,2026-01-04 14:00:00
87,15.1,96,333.0,227.0,581.0,106.0,6.5,0.0,2026-01-04 15:00:00
88,13.3,99,188.0,64.0,213.1,124.0,8.8,0.0,2026-01-04 16:00:00
89,10.7,100,82.0,15.0,87.1,67.0,5.6,0.0,2026-01-04 17:00:00
90,8.1,98,12.0,2.0,30.3,10.0,2.6,0.0,2026-01-04 18:00:00
91,7.0,94,0.0,0.0,0.0,0.0,1.4,0.0,2026-01-04 19:00:00
92,5.9,98,0.0,0.0,0.0,0.0,1.4,0.0,2026-01-04 20:00:00
93,5.7,87,0.0,0.0,0.0,0.0,1.9,0.0,2026-01-04 21:00:00
94,5.8,51,0.0,0.0,0.0,0.0,1.3,0.0,2026-01-04 22:00:00
95,5.1,61,0.0,0.0,0.0,0.0,0.6,0.0,2026-01-04 23:00:00
96,4.8,88,0.0,0.0,0.0,0.0,1.3,0.0,2026-01-05 00:00:00
97,5.1,83,0.0,0.0,0.0,0.0,0.9,0.0,2026-01-05 01:00:00
98,4.8,66,0.0,0.0,0.0,0.0,0.9,0.0,2026-01-05 02:00:00
99,4.7,29,0.0,0.0,0.0,0.0,1.5,0.0,2026-01-05 03:00:00
100,4.6,39,0.0,0.0,0.0,0.0,2.4,0.0,2026-01-05 04:00:00
101,4.1,34,0.0,0.0,0.0,0.0,1.4,0.0,2026-01-05 05:00:00
102,3.7,65,0.0,0.0,0.0,0.0,1.8,0.0,2026-01-05 06:00:00
103,3.6,53,0.0,0.0,0.0,0.0,2.2,0.0,2026-01-05 07:00:00
104,3.8,41,0.0,0.0,0.0,0.0,2.1,0.0,2026-01-05 08:00:00
105,4.8,98,14.0,4.0,61.7,10.0,1.1,0.0,2026-01-05 09:00:00
106,7.0,75,103.0,41.0,240.8,62.0,3.1,0.0,2026-01-05 10:00:00
107,9.8,52,231.0,137.0,457.9,94.0,3.3,0.0,2026-01-05 11:00:00
108,12.5,100,347.0,252.0,645.0,95.0,4.5,0.0,2026-01-05 12:00:00
109,14.4,100,364.0,218.0,497.3,146.0,4.5,0.0,2026-01-05 13:00:00
110,15.7,100,369.0,214.0,487.3,155.0,4.5,0.0,2026-01-05 14:00:00
111,16.3,100,313.0,169.0,430.2,144.0,2.7,0.0,2026-01-05 15:00:00
112,15.9,100,221.0,104.0,343.5,117.0,1.3,0.0,2026-01-05 16:00:00
113,13.6,93,93.0,16.0,91.5,77.0,2.4,0.0,2026-01-05 17:00:00
114,10.6,100,15.0,3.0,44.5,12.0,3.1,0.0,2026-01-05 18:00:00
115,8.6,100,0.0,0.0,0.0,0.0,2.7,0.0,2026-01-05 19:00:00
116,7.5,100,0.0,0.0,0.0,0.0,2.2,0.0,2026-01-05 20:00:00
117,7.0,100,0.0,0.0,0.0,0.0,1.7,0.0,2026-01-05 21:00:00
118,6.9,100,0.0,0.0,0.0,0.0,2.0,0.0,2026-01-05 22:00:00
119,6.4,100,0.0,0.0,0.0,0.0,2.1,0.0,2026-01-05 23:00:00
120,6.2,98,0.0,0.0,0.0,0.0,1.8,0.0,2026-01-06 00:00:00
121,5.7,100,0.0,0.0,0.0,0.0,1.7,0.0,2026-01-06 01:00:00
122,5.7,98,0.0,0.0,0.0,0.0,1.4,0.0,2026-01-06 02:00:00
123,5.1,100,0.0,0.0,0.0,0.0,1.0,0.0,2026-01-06 03:00:00
124,6.1,100,0.0,0.0,0.0,0.0,1.0,0.0,2026-01-06 04:00:00
125,5.7,87,0.0,0.0,0.0,0.0,1.5,0.0,2026-01-06 05:00:00
126,5.4,67,0.0,0.0,0.0,0.0,2.0,0.0,2026-01-06 06:00:00
127,5.4,13,0.0,0.0,0.0,0.0,1.3,0.0,2026-01-06 07:00:00
128,4.9,72,0.0,0.0,0.0,0.0,1.2,0.0,2026-01-06 08:00:00
129,5.4,24,14.0,3.0,46.1,11.0,2.0,0.0,2026-01-06 09:00:00
130,7.6,13,99.0,43.0,251.7,56.0,3.3,0.0,2026-01-06 10:00:00
131,10.5,10,230.0,143.0,476.5,87.0,3.5,0.0,2026-01-06 11:00:00
132,13.2,5,347.0,253.0,645.5,94.0,3.0,0.0,2026-01-06 12:00:00
133,15.2,2,414.0,327.0,743.0,87.0,3.6,0.0,2026-01-06 13:00:00
134,16.6,0,420.0,337.0,763.9,83.0,4.0,0.0,2026-01-06 14:00:00
135,17.5,2,368.0,289.0,731.3,79.0,4.3,0.0,2026-01-06 15:00:00
136,17.1,1,265.0,195.0,638.8,70.0,4.0,0.0,2026-01-06 16:00:00
137,14.7,0,131.0,82.0,461.9,49.0,4.5,0.0,2026-01-06 17:00:00
138,11.4,4,17.0,7.0,101.7,10.0,4.8,0.0,2026-01-06 18:00:00
139,9.1,10,0.0,0.0,0.0,0.0,4.5,0.0,2026-01-06 19:00:00
140,7.9,2,0.0,0.0,0.0,0.0,4.5,0.0,2026-01-06 20:00:00
141,7.8,55,0.0,0.0,0.0,0.0,2.0,0.0,2026-01-06 21:00:00
142,9.2,77,0.0,0.0,0.0,0.0,4.1,0.0,2026-01-06 22:00:00
143,9.3,41,0.0,0.0,0.0,0.0,2.7,0.0,2026-01-06 23:00:00
144,8.5,37,0.0,0.0,0.0,0.0,2.4,0.0,2026-01-07 00:00:00
145,8.0,18,0.0,0.0,0.0,0.0,3.1,0.0,2026-01-07 01:00:00
146,7.4,2,0.0,0.0,0.0,0.0,2.7,0.0,2026-01-07 02:00:00
147,7.9,23,0.0,0.0,0.0,0.0,2.2,0.0,2026-01-07 03:00:00
148,8.4,2,0.0,0.0,0.0,0.0,1.2,0.0,2026-01-07 04:00:00
149,8.0,11,0.0,0.0,0.0,0.0,0.9,0.0,2026-01-07 05:00:00
150,7.4,56,0.0,0.0,0.0,0.0,1.5,0.0,2026-01-07 06:00:00
151,7.6,91,0.0,0.0,0.0,0.0,2.0,0.0,2026-01-07 07:00:00
152,7.8,100,0.0,0.0,0.0,0.0,1.3,0.0,2026-01-07 08:00:00
153,8.2,91,10.0,0.0,0.0,10.0,2.4,0.0,2026-01-07 09:00:00
154,10.5,100,93.0,37.0,215.8,56.0,2.8,0.4,2026-01-07 10:00:00
155,11.2,77,70.0,0.0,0.0,70.0,5.7,0.0,2026-01-07 11:00:00
156,13.9,92,231.0,114.0,289.8,117.0,4.0,0.0,2026-01-07 12:00:00
157,16.0,99,343.0,202.0,457.1,141.0,5.0,0.0,2026-01-07 13:00:00
158,16.9,95,283.0,131.0,295.5,152.0,3.9,0.0,2026-01-07 14:00:00
159,17.7,57,105.0,10.0,25.1,95.0,5.7,0.0,2026-01-07 15:00:00
160,16.4,35,187.0,97.0,315.0,90.0,6.3,0.0,2026-01-07 16:00:00
161,14.4,33,109.0,54.0,299.5,55.0,4.7,0.0,2026-01-07 17:00:00
162,12.0,33,16.0,5.0,71.1,11.0,3.9,0.0,2026-01-07 18:00:00
163,10.4,22,0.0,0.0,0.0,0.0,4.3,0.0,2026-01-07 19:00:00
164,9.5,14,0.0,0.0,0.0,0.0,2.8,0.0,2026-01-07 20:00:00
165,8.5,49,0.0,0.0,0.0,0.0,2.8,0.0,2026-01-07 21:00:00
166,9.3,3,0.0,0.0,0.0,0.0,2.1,0.0,2026-01-07 22:00:00
167,8.6,54,0.0,0.0,0.0,0.0,3.3,0.0,2026-01-07 23:00:00
168,8.2,100,0.0,0.0,0.0,0.0,4.2,0.0,2026-01-08 00:00:00
169,8.4,100,0.0,0.0,0.0,0.0,3.6,0.0,2026-01-08 01:00:00
170,8.4,98,0.0,0.0,0.0,0.0,3.8,0.0,2026-01-08 02:00:00
171,8.9,100,0.0,0.0,0.0,0.0,2.2,0.0,2026-01-08 03:00:00
172,9.8,100,0.0,0.0,0.0,0.0,1.1,0.0,2026-01-08 04:00:00
173,10.0,100,0.0,0.0,0.0,0.0,1.4,0.1,2026-01-08 05:00:00
174,10.5,100,0.0,0.0,0.0,0.0,7.7,3.6,2026-01-08 06:00:00
175,10.1,99,0.0,0.0,0.0,0.0,5.3,0.0,2026-01-08 07:00:00
176,9.9,100,0.0,0.0,0.0,0.0,1.5,0.0,2026-01-08 08:00:00
177,9.9,100,7.0,0.0,0.0,7.0,0.9,0.1,2026-01-08 09:00:00
178,11.2,100,23.0,0.0,0.0,23.0,6.0,0.4,2026-01-08 10:00:00
179,11.5,100,54.0,1.0,3.3,53.0,5.5,0.0,2026-01-08 11:00:00
180,12.5,100,87.0,4.0,10.1,83.0,5.7,0.0,2026-01-08 12:00:00
181,14.5,100,149.0,18.0,40.6,131.0,5.8,0.2,2026-01-08 13:00:00
182,13.4,100,110.0,4.0,9.0,106.0,4.9,0.6,2026-01-08 14:00:00
183,14.0,100,128.0,6.0,15.0,122.0,6.2,0.4,2026-01-08 15:00:00
184,11.9,100,34.0,0.0,0.0,34.0,3.5,1.5,2026-01-08 16:00:00
185,11.5,100,35.0,0.0,0.0,35.0,5.2,0.9,2026-01-08 17:00:00
186,11.7,100,4.0,0.0,0.0,4.0,0.3,0.3,2026-01-08 18:00:00
187,10.5,72,0.0,0.0,0.0,0.0,4.0,0.5,2026-01-08 19:00:00
188,9.0,59,0.0,0.0,0.0,0.0,5.2,0.3,2026-01-08 20:00:00
189,7.3,73,0.0,0.0,0.0,0.0,5.2,6.3,2026-01-08 21:00:00
190,7.0,64,0.0,0.0,0.0,0.0,0.8,0.1,2026-01-08 22:00:00
191,6.5,69,0.0,0.0,0.0,0.0,1.1,0.6,2026-01-08 23:00:00
192,5.7,100,0.0,0.0,0.0,0.0,1.1,0.5,2026-01-09 00:00:00
193,5.9,82,0.0,0.0,0.0,0.0,2.7,0.3,2026-01-09 01:00:00
194,5.5,83,0.0,0.0,0.0,0.0,3.5,0.7,2026-01-09 02:00:00
195,5.2,79,0.0,0.0,0.0,0.0,2.8,0.8,2026-01-09 03:00:00
196,4.4,98,0.0,0.0,0.0,0.0,1.5,0.2,2026-01-09 04:00:00
197,3.9,100,0.0,0.0,0.0,0.0,1.1,0.5,2026-01-09 05:00:00
198,4.0,100,0.0,0.0,0.0,0.0,2.5,0.6,2026-01-09 06:00:00
199,3.5,100,0.0,0.0,0.0,0.0,4.2,0.9,2026-01-09 07:00:00
200,3.4,100,0.0,0.0,0.0,0.0,2.5,0.3,2026-01-09 08:00:00
201,3.0,92,8.0,1.0,15.1,7.0,9.1,0.1,2026-01-09 09:00:00
202,3.4,100,43.0,3.0,17.3,40.0,6.9,0.0,2026-01-09 10:00:00
203,4.0,70,191.0,82.0,270.1,109.0,10.3,0.2,2026-01-09 11:00:00
204,5.2,18,316.0,177.0,446.3,139.0,11.9,0.1,2026-01-09 12:00:00
205,5.9,6,402.0,295.0,661.7,107.0,17.1,0.0,2026-01-09 13:00:00
206,6.0,88,411.0,299.0,667.5,112.0,19.1,0.1,2026-01-09 14:00:00
207,5.9,17,239.0,95.0,235.8,144.0,18.0,0.0,2026-01-09 15:00:00
208,5.9,0,271.0,193.0,615.6,78.0,15.9,0.0,2026-01-09 16:00:00
209,5.0,10,150.0,97.0,521.1,53.0,10.8,0.0,2026-01-09 17:00:00
210,2.9,11,23.0,10.0,136.3,13.0,3.8,0.0,2026-01-09 18:00:00
211,1.5,4,0.0,0.0,0.0,0.0,3.4,0.0,2026-01-09 19:00:00
212,0.1,3,0.0,0.0,0.0,0.0,5.7,0.0,2026-01-09 20:00:00
213,-0.6,8,0.0,0.0,0.0,0.0,5.4,0.0,2026-01-09 21:00:00
214,-0.8,5,0.0,0.0,0.0,0.0,5.3,0.0,2026-01-09 22:00:00
215,-1.2,19,0.0,0.0,0.0,0.0,3.6,0.0,2026-01-09 23:00:00
216,-1.1,100,0.0,0.0,0.0,0.0,2.3,0.0,2026-01-10 00:00:00
217,1.0,99,0.0,0.0,0.0,0.0,4.0,0.0,2026-01-10 01:00:00
218,1.8,93,0.0,0.0,0.0,0.0,3.6,0.0,2026-01-10 02:00:00
219,2.1,93,0.0,0.0,0.0,0.0,1.7,0.0,2026-01-10 03:00:00
220,2.0,83,0.0,0.0,0.0,0.0,4.0,0.0,2026-01-10 04:00:00
221,2.5,100,0.0,0.0,0.0,0.0,4.5,0.0,2026-01-10 05:00:00
222,3.6,82,0.0,0.0,0.0,0.0,5.0,0.0,2026-01-10 06:00:00
223,3.8,50,0.0,0.0,0.0,0.0,4.8,0.0,2026-01-10 07:00:00
224,2.9,93,0.0,0.0,0.0,0.0,4.8,0.0,2026-01-10 08:00:00
225,3.4,78,11.0,2.0,30.1,9.0,4.0,0.0,2026-01-10 09:00:00
226,5.9,70,101.0,40.0,229.7,61.0,6.9,0.0,2026-01-10 10:00:00
227,9.3,95,242.0,158.0,518.1,84.0,6.5,0.0,2026-01-10 11:00:00
228,10.9,98,320.0,171.0,429.3,149.0,6.4,0.0,2026-01-10 12:00:00
229,11.1,99,275.0,78.0,174.1,197.0,6.2,0.0,2026-01-10 13:00:00
230,10.8,98,136.0,9.0,20.0,127.0,8.1,0.0,2026-01-10 14:00:00
231,13.3,59,266.0,110.0,271.2,156.0,9.8,0.0,2026-01-10 15:00:00
232,12.5,47,248.0,151.0,477.1,97.0,9.0,0.0,2026-01-10 16:00:00
233,11.0,43,127.0,60.0,317.2,67.0,9.1,0.0,2026-01-10 17:00:00
234,9.1,78,19.0,5.0,66.7,14.0,8.0,0.0,2026-01-10 18:00:00
235,8.6,98,0.0,0.0,0.0,0.0,6.0,0.0,2026-01-10 19:00:00
236,8.1,71,0.0,0.0,0.0,0.0,5.7,0.0,2026-01-10 20:00:00
237,8.3,75,0.0,0.0,0.0,0.0,4.2,0.0,2026-01-10 21:00:00
238,10.0,99,0.0,0.0,0.0,0.0,1.0,0.0,2026-01-10 22:00:00
239,10.7,92,0.0,0.0,0.0,0.0,3.3,0.0,2026-01-10 23:00:00
240,11.1,80,0.0,0.0,0.0,0.0,8.0,0.0,2026-01-11 00:00:00
241,11.1,100,0.0,0.0,0.0,0.0,6.7,0.0,2026-01-11 01:00:00
242,11.5,100,0.0,0.0,0.0,0.0,0.9,0.0,2026-01-11 02:00:00
243,12.0,100,0.0,0.0,0.0,0.0,2.2,0.4,2026-01-11 03:00:00
244,9.7,100,0.0,0.0,0.0,0.0,11.6,1.1,2026-01-11 04:00:00
245,7.5,100,0.0,0.0,0.0,0.0,18.9,4.2,2026-01-11 05:00:00
246,7.4,100,0.0,0.0,0.0,0.0,5.9,5.3,2026-01-11 06:00:00
247,7.5,100,0.0,0.0,0.0,0.0,4.5,2.8,2026-01-11 07:00:00
248,6.7,100,0.0,0.0,0.0,0.0,8.2,1.1,2026-01-11 08:00:00
249,7.7,100,2.0,0.0,0.0,2.0,5.4,0.7,2026-01-11 09:00:00
250,8.3,100,44.0,2.0,11.4,42.0,8.1,0.2,2026-01-11 10:00:00
251,8.8,100,89.0,1.0,3.3,88.0,4.3,0.0,2026-01-11 11:00:00
252,9.7,100,112.0,9.0,22.5,103.0,5.4,0.0,2026-01-11 12:00:00
253,10.3,100,153.0,5.0,11.1,148.0,8.6,0.0,2026-01-11 13:00:00
254,9.5,100,180.0,7.0,15.5,173.0,8.6,0.3,2026-01-11 14:00:00
255,9.5,100,94.0,1.0,2.4,93.0,6.7,0.4,2026-01-11 15:00:00
256,8.5,100,44.0,4.0,12.5,40.0,6.5,0.9,2026-01-11 16:00:00
257,7.9,100,21.0,0.0,0.0,21.0,6.9,1.5,2026-01-11 17:00:00
258,7.3,100,3.0,0.0,0.0,3.0,7.4,1.5,2026-01-11 18:00:00
259,6.9,100,0.0,0.0,0.0,0.0,8.4,1.0,2026-01-11 19:00:00
260,6.0,100,0.0,0.0,0.0,0.0,13.3,1.6,2026-01-11 20:00:00
261,5.5,100,0.0,0.0,0.0,0.0,9.5,1.9,2026-01-11 21:00:00
262,5.0,100,0.0,0.0,0.0,0.0,7.5,0.8,2026-01-11 22:00:00
263,4.8,100,0.0,0.0,0.0,0.0,6.9,0.4,2026-01-11 23:00:00
264,4.4,100,0.0,0.0,0.0,0.0,7.1,0.4,2026-01-12 00:00:00
265,3.8,100,0.0,0.0,0.0,0.0,6.2,0.3,2026-01-12 01:00:00
266,3.4,100,0.0,0.0,0.0,0.0,6.3,0.3,2026-01-12 02:00:00
267,3.3,100,0.0,0.0,0.0,0.0,7.2,0.4,2026-01-12 03:00:00
268,3.1,100,0.0,0.0,0.0,0.0,5.8,0.3,2026-01-12 04:00:00
269,3.0,100,0.0,0.0,0.0,0.0,5.3,0.2,2026-01-12 05:00:00
270,2.7,100,0.0,0.0,0.0,0.0,5.1,0.2,2026-01-12 06:00:00
271,2.4,100,0.0,0.0,0.0,0.0,5.7,0.3,2026-01-12 07:00:00
272,2.4,100,0.0,0.0,0.0,0.0,5.5,0.1,2026-01-12 08:00:00
273,2.3,100,2.0,0.0,0.0,2.0,6.2,0.1,2026-01-12 09:00:00
274,2.4,100,28.0,0.0,0.0,28.0,6.5,0.1,2026-01-12 10:00:00
275,2.6,100,52.0,0.0,0.0,52.0,7.4,0.0,2026-01-12 11:00:00
276,2.8,100,78.0,2.0,5.0,76.0,7.6,0.0,2026-01-12 12:00:00
277,3.0,100,117.0,4.0,8.8,113.0,7.6,0.1,2026-01-12 13:00:00
278,3.0,100,114.0,1.0,2.2,113.0,7.7,0.3,2026-01-12 14:00:00
279,3.4,100,102.0,2.0,4.9,100.0,6.1,0.2,2026-01-12 15:00:00
280,2.9,100,65.0,2.0,6.2,63.0,6.5,0.1,2026-01-12 16:00:00
281,2.7,100,50.0,2.0,10.2,48.0,5.0,0.1,2026-01-12 17:00:00
282,2.3,99,5.0,0.0,0.0,5.0,5.7,0.1,2026-01-12 18:00:00
283,2.2,100,0.0,0.0,0.0,0.0,5.2,0.1,2026-01-12 19:00:00
284,1.9,100,0.0,0.0,0.0,0.0,4.4,0.1,2026-01-12 20:00:00
285,1.9,100,0.0,0.0,0.0,0.0,4.2,0.2,2026-01-12 21:00:00
286,1.8,100,0.0,0.0,0.0,0.0,5.0,0.5,2026-01-12 22:00:00
287,1.6,100,0.0,0.0,0.0,0.0,6.1,0.5,2026-01-12 23:00:00
288,1.5,100,0.0,0.0,0.0,0.0,4.7,0.6,2026-01-13 00:00:00
289,1.3,100,0.0,0.0,0.0,0.0,3.4,0.5,2026-01-13 01:00:00
290,1.1,100,0.0,0.0,0.0,0.0,5.3,0.4,2026-01-13 02:00:00
291,1.1,100,0.0,0.0,0.0,0.0,4.0,1.4,2026-01-13 03:00:00
292,1.2,100,0.0,0.0,0.0,0.0,6.2,1.5,2026-01-13 04:00:00
293,0.7,100,0.0,0.0,0.0,0.0,6.1,2.0,2026-01-13 05:00:00
294,0.5,100,0.0,0.0,0.0,0.0,4.3,1.1,2026-01-13 06:00:00
295,0.4,100,0.0,0.0,0.0,0.0,4.2,0.9,2026-01-13 07:00:00
296,0.4,100,0.0,0.0,0.0,0.0,3.9,1.1,2026-01-13 08:00:00
297,0.3,100,5.0,0.0,0.0,5.0,6.4,1.1,2026-01-13 09:00:00
298,0.7,100,32.0,1.0,5.6,31.0,5.9,1.2,2026-01-13 10:00:00
299,0.7,100,73.0,0.0,0.0,73.0,4.9,0.5,2026-01-13 11:00:00
300,0.8,100,134.0,18.0,44.5,116.0,2.9,0.1,2026-01-13 12:00:00
301,1.4,91,214.0,23.0,50.6,191.0,2.9,0.0,2026-01-13 13:00:00
302,1.4,98,160.0,24.0,52.4,136.0,7.0,0.0,2026-01-13 14:00:00
303,2.6,41,182.0,16.0,38.6,166.0,4.6,0.0,2026-01-13 15:00:00
304,1.2,33,211.0,104.0,319.2,107.0,5.1,0.0,2026-01-13 16:00:00
305,-0.1,91,103.0,31.0,156.0,72.0,2.0,0.0,2026-01-13 17:00:00
306,-0.3,98,14.0,2.0,25.0,12.0,0.7,0.0,2026-01-13 18:00:00
307,-0.6,84,0.0,0.0,0.0,0.0,1.5,0.1,2026-01-13 19:00:00
