sira,temperature_2m,cloud_cover,shortwave_radiation,direct_radiation,direct_normal_irradiance,diffuse_radiation,wind_speed_10m,precipitation,time
4270,22.1,0,0.0,0.0,0.0,0.0,3.5,0.0,2019-06-27 22:00:00
4271,21.1,0,0.0,0.0,0.0,0.0,2.1,0.0,2019-06-27 23:00:00
4272,19.7,0,0.0,0.0,0.0,0.0,3.7,0.0,2019-06-28 00:00:00
4273,18.4,1,0.0,0.0,0.0,0.0,3.4,0.0,2019-06-28 01:00:00
4274,17.4,5,0.0,0.0,0.0,0.0,4.3,0.0,2019-06-28 02:00:00
4275,18.1,6,0.0,0.0,0.0,0.0,2.1,0.0,2019-06-28 03:00:00
4276,17.6,4,0.0,0.0,0.0,0.0,1.8,0.0,2019-06-28 04:00:00
4277,17.2,4,0.0,0.0,0.0,0.0,2.6,0.0,2019-06-28 05:00:00
4278,16.8,3,9.0,2.0,34.3,7.0,1.1,0.0,2019-06-28 06:00:00
4279,18.2,1,115.0,67.0,389.0,48.0,1.3,0.0,2019-06-28 07:00:00
4280,20.6,1,293.0,216.0,612.0,77.0,1.5,0.0,2019-06-28 08:00:00
4281,22.8,0,485.0,391.0,741.5,94.0,2.2,0.0,2019-06-28 09:00:00
4282,24.7,0,665.0,559.0,818.1,106.0,1.9,0.0,2019-06-28 10:00:00
4283,26.3,0,813.0,699.0,862.5,114.0,2.6,0.0,2019-06-28 11:00:00
4284,27.4,0,913.0,793.0,881.2,120.0,2.9,0.0,2019-06-28 12:00:00
4285,28.1,0,958.0,835.0,882.9,123.0,4.3,0.0,2019-06-28 13:00:00
4286,28.3,0,952.0,829.0,877.5,123.0,6.4,0.0,2019-06-28 14:00:00
4287,28.5,0,896.0,777.0,866.2,119.0,10.1,0.0,2019-06-28 15:00:00
4288,27.7,0,787.0,673.0,835.2,114.0,10.4,0.0,2019-06-28 16:00:00
4289,27.1,0,636.0,529.0,781.0,107.0,7.6,0.0,2019-06-28 17:00:00
4290,26.4,4,456.0,363.0,697.7,93.0,6.1,0.0,2019-06-28 18:00:00
4291,25.6,45,266.0,190.0,550.1,76.0,5.0,0.0,2019-06-28 19:00:00
4292,23.6,57,88.0,41.0,249.2,47.0,4.0,0.1,2019-06-28 20:00:00
4293,21.8,93,5.0,1.0,18.3,4.0,7.6,0.8,2019-06-28 21:00:00
4294,20.5,100,0.0,0.0,0.0,0.0,7.1,1.2,2019-06-28 22:00:00
4295,19.9,100,0.0,0.0,0.0,0.0,5.7,0.9,2019-06-28 23:00:00
4296,19.6,58,0.0,0.0,0.0,0.0,5.7,0.8,2019-06-29 00:00:00
4297,19.5,25,0.0,0.0,0.0,0.0,5.8,0.1,2019-06-29 01:00:00
4298,19.2,25,0.0,0.0,0.0,0.0,4.4,0.0,2019-06-29 02:00:00
4299,19.2,32,0.0,0.0,0.0,0.0,3.6,0.1,2019-06-29 03:00:00
4300,18.7,43,0.0,0.0,0.0,0.0,4.8,0.0,2019-06-29 04:00:00
4301,18.6,48,0.0,0.0,0.0,0.0,3.6,0.1,2019-06-29 05:00:00
4302,19.0,28,6.0,1.0,17.3,5.0,3.1,0.0,2019-06-29 06:00:00
4303,20.3,19,88.0,45.0,262.9,43.0,5.9,0.0,2019-06-29 07:00:00
4304,21.5,39,241.0,160.0,454.6,81.0,3.5,0.1,2019-06-29 08:00:00
4305,21.4,38,387.0,271.0,514.9,116.0,8.0,0.7,2019-06-29 09:00:00
4306,22.1,25,482.0,344.0,504.0,138.0,2.9,0.1,2019-06-29 10:00:00
4307,23.5,29,676.0,510.0,629.8,166.0,3.8,0.0,2019-06-29 11:00:00
4308,24.5,27,731.0,559.0,621.5,172.0,8.4,0.0,2019-06-29 12:00:00
4309,24.7,24,813.0,631.0,667.4,182.0,8.8,0.0,2019-06-29 13:00:00
4310,24.7,25,826.0,664.0,702.9,162.0,10.7,0.0,2019-06-29 14:00:00
4311,24.3,36,756.0,609.0,678.9,147.0,12.0,0.1,2019-06-29 15:00:00
4312,23.7,39,657.0,517.0,641.6,140.0,13.2,0.2,2019-06-29 16:00:00
4313,22.6,40,504.0,368.0,543.3,136.0,10.7,0.1,2019-06-29 17:00:00
4314,22.0,42,314.0,202.0,388.2,112.0,8.2,0.1,2019-06-29 18:00:00
4315,21.6,29,186.0,112.0,324.2,74.0,5.6,0.1,2019-06-29 19:00:00
4316,20.0,38,81.0,39.0,237.0,42.0,4.0,0.1,2019-06-29 20:00:00
4317,20.2,29,5.0,1.0,18.3,4.0,2.5,0.1,2019-06-29 21:00:00
4318,17.8,47,0.0,0.0,0.0,0.0,3.5,0.1,2019-06-29 22:00:00
4319,17.3,52,0.0,0.0,0.0,0.0,3.7,0.1,2019-06-29 23:00:00
4320,17.0,27,0.0,0.0,0.0,0.0,5.1,0.0,2019-06-30 00:00:00
4321,15.8,26,0.0,0.0,0.0,0.0,4.4,0.0,2019-06-30 01:00:00
4322,14.9,18,0.0,0.0,0.0,0.0,3.9,0.1,2019-06-30 02:00:00
4323,14.7,35,0.0,0.0,0.0,0.0,6.2,0.0,2019-06-30 03:00:00
4324,15.9,14,0.0,0.0,0.0,0.0,3.7,0.0,2019-06-30 04:00:00
4325,15.9,19,0.0,0.0,0.0,0.0,2.5,0.0,2019-06-30 05:00:00
4326,15.2,48,7.0,2.0,34.9,5.0,4.4,0.0,2019-06-30 06:00:00
4327,16.6,24,84.0,38.0,223.6,46.0,3.7,0.0,2019-06-30 07:00:00
4328,18.7,35,255.0,170.0,484.5,85.0,2.3,0.0,2019-06-30 08:00:00
4329,20.0,48,376.0,257.0,489.2,119.0,3.9,0.1,2019-06-30 09:00:00
4330,20.5,47,469.0,316.0,463.6,153.0,4.8,0.2,2019-06-30 10:00:00
4331,21.0,49,546.0,375.0,463.5,171.0,5.5,0.1,2019-06-30 11:00:00
4332,21.4,35,650.0,463.0,515.1,187.0,5.6,0.0,2019-06-30 12:00:00
4333,22.0,31,754.0,522.0,552.3,232.0,7.2,0.2,2019-06-30 13:00:00
4334,22.3,39,794.0,596.0,631.1,198.0,8.0,0.1,2019-06-30 14:00:00
4335,21.9,28,704.0,510.0,568.6,194.0,6.2,0.1,2019-06-30 15:00:00
4336,22.0,52,551.0,368.0,456.7,183.0,5.8,0.1,2019-06-30 16:00:00
4337,22.0,25,458.0,305.0,450.3,153.0,4.0,0.0,2019-06-30 17:00:00
4338,21.9,6,388.0,280.0,538.1,108.0,3.5,0.0,2019-06-30 18:00:00
4339,21.8,6,267.0,191.0,553.0,76.0,1.9,0.0,2019-06-30 19:00:00
4340,21.0,8,100.0,55.0,334.5,45.0,1.6,0.0,2019-06-30 20:00:00
4341,18.8,9,7.0,1.0,18.3,6.0,3.9,0.0,2019-06-30 21:00:00
4342,18.5,17,0.0,0.0,0.0,0.0,3.2,0.0,2019-06-30 22:00:00
4343,17.4,20,0.0,0.0,0.0,0.0,3.6,0.0,2019-06-30 23:00:00
4344,16.5,11,0.0,0.0,0.0,0.0,3.7,0.0,2019-07-01 00:00:00
4345,15.5,2,0.0,0.0,0.0,0.0,3.1,0.0,2019-07-01 01:00:00
4346,14.4,0,0.0,0.0,0.0,0.0,3.3,0.0,2019-07-01 02:00:00
4347,14.1,0,0.0,0.0,0.0,0.0,2.4,0.0,2019-07-01 03:00:00
4348,13.5,0,0.0,0.0,0.0,0.0,4.6,0.0,2019-07-01 04:00:00
4349,11.7,0,0.0,0.0,0.0,0.0,3.5,0.0,2019-07-01 05:00:00
4350,11.7,1,8.0,2.0,35.3,6.0,3.4,0.0,2019-07-01 06:00:00
4351,14.3,1,108.0,61.0,361.5,47.0,1.8,0.0,2019-07-01 07:00:00
4352,17.4,1,278.0,200.0,571.9,78.0,0.4,0.0,2019-07-01 08:00:00
4353,19.8,0,466.0,370.0,705.7,96.0,1.1,0.0,2019-07-01 09:00:00
4354,21.3,0,646.0,538.0,790.3,108.0,1.3,0.0,2019-07-01 10:00:00
4355,22.7,56,791.0,671.0,830.1,120.0,4.1,0.0,2019-07-01 11:00:00
4356,23.8,11,889.0,751.0,836.0,138.0,6.3,0.0,2019-07-01 12:00:00
4357,24.6,29,949.0,818.0,865.9,131.0,7.9,0.0,2019-07-01 13:00:00
4358,25.1,54,949.0,821.0,869.6,128.0,10.4,0.0,2019-07-01 14:00:00
4359,24.5,47,876.0,726.0,809.6,150.0,12.2,0.0,2019-07-01 15:00:00
4360,24.4,0,780.0,657.0,815.4,123.0,8.2,0.0,2019-07-01 16:00:00
4361,23.9,1,630.0,518.0,764.7,112.0,8.3,0.0,2019-07-01 17:00:00
4362,23.4,1,447.0,345.0,663.0,102.0,6.6,0.0,2019-07-01 18:00:00
4363,22.7,0,270.0,191.0,553.1,79.0,4.3,0.0,2019-07-01 19:00:00
4364,21.3,1,96.0,51.0,310.5,45.0,3.9,0.0,2019-07-01 20:00:00
4365,21.5,0,7.0,1.0,18.4,6.0,0.8,0.0,2019-07-01 21:00:00
4366,20.3,0,0.0,0.0,0.0,0.0,1.5,0.0,2019-07-01 22:00:00
4367,19.0,0,0.0,0.0,0.0,0.0,0.8,0.0,2019-07-01 23:00:00
4368,17.6,0,0.0,0.0,0.0,0.0,1.0,0.0,2019-07-02 00:00:00
4369,16.3,0,0.0,0.0,0.0,0.0,2.4,0.0,2019-07-02 01:00:00
4370,15.5,0,0.0,0.0,0.0,0.0,1.3,0.0,2019-07-02 02:00:00
4371,15.3,1,0.0,0.0,0.0,0.0,1.0,0.0,2019-07-02 03:00:00
4372,14.9,100,0.0,0.0,0.0,0.0,1.0,0.0,2019-07-02 04:00:00
4373,13.8,100,0.0,0.0,0.0,0.0,1.0,0.0,2019-07-02 05:00:00
4374,13.7,100,8.0,2.0,35.7,6.0,1.0,0.0,2019-07-02 06:00:00
4375,15.9,78,108.0,62.0,370.4,46.0,0.5,0.0,2019-07-02 07:00:00
4376,18.2,0,283.0,209.0,599.8,74.0,1.1,0.0,2019-07-02 08:00:00
4377,20.9,0,472.0,379.0,724.4,93.0,1.4,0.0,2019-07-02 09:00:00
4378,23.3,0,649.0,545.0,801.7,104.0,1.1,0.0,2019-07-02 10:00:00
4379,25.3,0,799.0,686.0,849.5,113.0,0.8,0.0,2019-07-02 11:00:00
4380,26.9,0,906.0,788.0,877.8,118.0,1.5,0.0,2019-07-02 12:00:00
4381,28.0,0,959.0,837.0,886.5,122.0,2.9,0.0,2019-07-02 13:00:00
4382,28.3,0,954.0,832.0,881.6,122.0,5.1,0.0,2019-07-02 14:00:00
4383,28.4,0,894.0,775.0,864.4,119.0,5.8,0.0,2019-07-02 15:00:00
4384,27.9,1,783.0,668.0,829.2,115.0,7.2,0.0,2019-07-02 16:00:00
4385,27.2,0,630.0,522.0,770.7,108.0,7.6,0.0,2019-07-02 17:00:00
4386,26.1,0,455.0,360.0,692.0,95.0,7.3,0.0,2019-07-02 18:00:00
4387,24.8,0,271.0,196.0,567.9,75.0,5.6,0.0,2019-07-02 19:00:00
4388,22.8,0,102.0,57.0,347.6,45.0,4.6,0.0,2019-07-02 20:00:00
4389,23.0,0,7.0,2.0,36.8,5.0,3.5,0.0,2019-07-02 21:00:00
4390,20.9,0,0.0,0.0,0.0,0.0,5.7,0.0,2019-07-02 22:00:00
4391,21.0,0,0.0,0.0,0.0,0.0,3.2,0.0,2019-07-02 23:00:00
4392,19.9,0,0.0,0.0,0.0,0.0,3.5,0.0,2019-07-03 00:00:00
4393,19.0,0,0.0,0.0,0.0,0.0,2.1,0.0,2019-07-03 01:00:00
4394,18.1,1,0.0,0.0,0.0,0.0,1.1,0.0,2019-07-03 02:00:00
4395,17.3,3,0.0,0.0,0.0,0.0,2.9,0.0,2019-07-03 03:00:00
4396,15.6,3,0.0,0.0,0.0,0.0,2.2,0.0,2019-07-03 04:00:00
4397,15.0,3,0.0,0.0,0.0,0.0,1.1,0.0,2019-07-03 05:00:00
4398,15.3,3,7.0,2.0,36.2,5.0,0.4,0.0,2019-07-03 06:00:00
4399,17.8,3,106.0,60.0,361.5,46.0,3.7,0.0,2019-07-03 07:00:00
4400,20.1,2,280.0,204.0,587.7,76.0,1.8,0.0,2019-07-03 08:00:00
4401,22.7,0,468.0,375.0,718.3,93.0,0.8,0.0,2019-07-03 09:00:00
4402,24.7,0,644.0,537.0,791.1,107.0,1.3,0.0,2019-07-03 10:00:00
4403,26.3,0,790.0,670.0,830.5,120.0,1.3,0.0,2019-07-03 11:00:00
4404,27.5,0,892.0,761.0,848.3,131.0,1.9,0.0,2019-07-03 12:00:00
4405,28.6,0,947.0,814.0,862.6,133.0,2.5,0.0,2019-07-03 13:00:00
4406,29.6,0,948.0,826.0,875.5,122.0,3.1,0.0,2019-07-03 14:00:00
4407,29.7,0,891.0,772.0,861.3,119.0,5.8,0.0,2019-07-03 15:00:00
4408,29.1,0,779.0,664.0,824.4,115.0,8.0,0.0,2019-07-03 16:00:00
4409,28.4,0,632.0,526.0,776.8,106.0,7.9,0.0,2019-07-03 17:00:00
4410,27.6,0,456.0,362.0,696.1,94.0,6.7,0.0,2019-07-03 18:00:00
4411,26.1,2,266.0,185.0,536.3,81.0,7.1,0.0,2019-07-03 19:00:00
4412,23.8,0,101.0,55.0,336.1,46.0,4.3,0.0,2019-07-03 20:00:00
4413,21.4,0,6.0,2.0,37.0,4.0,5.1,0.0,2019-07-03 21:00:00
4414,20.8,2,0.0,0.0,0.0,0.0,4.0,0.0,2019-07-03 22:00:00
4415,21.0,5,0.0,0.0,0.0,0.0,3.5,0.0,2019-07-03 23:00:00
4416,20.8,14,0.0,0.0,0.0,0.0,3.6,0.0,2019-07-04 00:00:00
4417,19.5,18,0.0,0.0,0.0,0.0,3.5,0.0,2019-07-04 01:00:00
4418,19.1,28,0.0,0.0,0.0,0.0,2.6,0.0,2019-07-04 02:00:00
4419,19.6,100,0.0,0.0,0.0,0.0,0.7,0.0,2019-07-04 03:00:00
4420,18.9,100,0.0,0.0,0.0,0.0,2.1,0.0,2019-07-04 04:00:00
4421,18.5,100,0.0,0.0,0.0,0.0,2.6,0.0,2019-07-04 05:00:00
4422,18.7,100,6.0,1.0,18.3,5.0,1.8,0.0,2019-07-04 06:00:00
4423,19.5,100,77.0,30.0,182.4,47.0,2.3,0.0,2019-07-04 07:00:00
4424,20.8,98,190.0,103.0,297.9,87.0,5.8,0.1,2019-07-04 08:00:00
4425,22.5,88,371.0,231.0,443.5,140.0,1.5,0.0,2019-07-04 09:00:00
4426,24.3,31,607.0,493.0,727.4,114.0,0.4,0.0,2019-07-04 10:00:00
4427,26.1,21,769.0,640.0,794.2,129.0,0.5,0.0,2019-07-04 11:00:00
4428,27.7,17,864.0,734.0,818.9,130.0,1.9,0.0,2019-07-04 12:00:00
4429,29.0,11,929.0,792.0,839.7,137.0,3.9,0.0,2019-07-04 13:00:00
4430,29.4,7,908.0,746.0,791.1,162.0,8.6,0.0,2019-07-04 14:00:00
4431,29.2,12,846.0,689.0,769.0,157.0,9.3,0.0,2019-07-04 15:00:00
4432,27.3,5,741.0,584.0,725.2,157.0,11.9,0.0,2019-07-04 16:00:00
4433,26.2,11,601.0,482.0,712.0,119.0,9.4,0.0,2019-07-04 17:00:00
4434,25.7,12,420.0,307.0,590.6,113.0,6.6,0.0,2019-07-04 18:00:00
4435,24.9,9,211.0,122.0,354.0,89.0,5.5,0.0,2019-07-04 19:00:00
4436,23.7,14,83.0,39.0,238.9,44.0,3.1,0.0,2019-07-04 20:00:00
4437,22.3,30,6.0,1.0,18.6,5.0,4.5,0.0,2019-07-04 21:00:00
4438,21.6,50,0.0,0.0,0.0,0.0,3.9,0.0,2019-07-04 22:00:00
4439,21.5,99,0.0,0.0,0.0,0.0,3.9,0.0,2019-07-04 23:00:00
4440,22.0,84,0.0,0.0,0.0,0.0,1.9,0.0,2019-07-05 00:00:00
4441,21.8,65,0.0,0.0,0.0,0.0,1.6,0.0,2019-07-05 01:00:00
4442,21.7,91,0.0,0.0,0.0,0.0,1.3,0.0,2019-07-05 02:00:00
4443,21.2,59,0.0,0.0,0.0,0.0,3.3,0.1,2019-07-05 03:00:00
4444,21.0,100,0.0,0.0,0.0,0.0,2.4,0.1,2019-07-05 04:00:00
4445,20.8,100,0.0,0.0,0.0,0.0,2.6,0.1,2019-07-05 05:00:00
4446,20.7,100,4.0,1.0,18.6,3.0,1.8,0.1,2019-07-05 06:00:00
4447,21.6,69,65.0,27.0,165.7,38.0,2.9,0.1,2019-07-05 07:00:00
4448,22.7,62,188.0,103.0,299.1,85.0,1.8,0.2,2019-07-05 08:00:00
4449,23.9,58,319.0,178.0,342.6,141.0,1.5,0.0,2019-07-05 09:00:00
4450,25.2,45,491.0,299.0,441.9,192.0,1.6,0.0,2019-07-05 10:00:00
4451,26.4,16,649.0,427.0,530.5,222.0,3.3,0.0,2019-07-05 11:00:00
4452,27.3,16,776.0,571.0,637.5,205.0,6.1,0.0,2019-07-05 12:00:00
4453,27.3,15,790.0,599.0,635.5,191.0,8.6,0.0,2019-07-05 13:00:00
4454,27.0,16,813.0,642.0,681.1,171.0,8.8,0.0,2019-07-05 14:00:00
4455,26.2,10,772.0,615.0,686.6,157.0,9.4,0.0,2019-07-05 15:00:00
4456,26.0,8,570.0,405.0,503.1,165.0,8.0,0.0,2019-07-05 16:00:00
4457,25.8,1,533.0,406.0,600.0,127.0,6.6,0.0,2019-07-05 17:00:00
4458,25.5,0,427.0,318.0,612.1,109.0,5.1,0.0,2019-07-05 18:00:00
4459,24.8,0,264.0,186.0,540.3,78.0,2.5,0.0,2019-07-05 19:00:00
4460,23.6,1,100.0,55.0,338.0,45.0,3.6,0.0,2019-07-05 20:00:00
4461,23.2,1,6.0,1.0,18.7,5.0,4.9,0.0,2019-07-05 21:00:00
4462,22.0,4,0.0,0.0,0.0,0.0,2.7,0.0,2019-07-05 22:00:00
4463,20.8,9,0.0,0.0,0.0,0.0,1.6,0.0,2019-07-05 23:00:00
4464,19.6,23,0.0,0.0,0.0,0.0,1.8,0.0,2019-07-06 00:00:00
4465,18.8,28,0.0,0.0,0.0,0.0,2.5,0.0,2019-07-06 01:00:00
4466,18.2,31,0.0,0.0,0.0,0.0,2.5,0.0,2019-07-06 02:00:00
4467,17.1,35,0.0,0.0,0.0,0.0,3.3,0.0,2019-07-06 03:00:00
4468,17.4,23,0.0,0.0,0.0,0.0,3.1,0.0,2019-07-06 04:00:00
4469,17.3,30,0.0,0.0,0.0,0.0,2.3,0.0,2019-07-06 05:00:00
4470,17.0,37,5.0,1.0,18.9,4.0,2.5,0.0,2019-07-06 06:00:00
4471,18.8,62,77.0,39.0,241.7,38.0,2.9,0.0,2019-07-06 07:00:00
4472,20.8,53,209.0,130.0,379.2,79.0,1.5,0.0,2019-07-06 08:00:00
4473,22.8,44,397.0,280.0,540.3,117.0,0.5,0.0,2019-07-06 09:00:00
4474,24.1,41,509.0,365.0,540.4,144.0,1.1,0.1,2019-07-06 10:00:00
4475,24.7,47,579.0,396.0,492.6,183.0,6.0,0.6,2019-07-06 11:00:00
4476,25.1,29,587.0,360.0,402.3,227.0,7.2,0.4,2019-07-06 12:00:00
4477,26.0,22,667.0,448.0,475.6,219.0,7.2,0.1,2019-07-06 13:00:00
4478,26.8,10,837.0,681.0,722.8,156.0,7.6,0.0,2019-07-06 14:00:00
4479,27.2,3,822.0,679.0,758.4,143.0,9.4,0.0,2019-07-06 15:00:00
4480,26.4,14,720.0,585.0,727.0,135.0,10.4,0.0,2019-07-06 16:00:00
4481,25.7,9,591.0,472.0,697.8,119.0,8.4,0.0,2019-07-06 17:00:00
4482,25.2,16,420.0,313.0,602.9,107.0,6.6,0.0,2019-07-06 18:00:00
4483,24.4,14,238.0,154.0,447.9,84.0,5.6,0.0,2019-07-06 19:00:00
4484,22.6,5,93.0,48.0,296.0,45.0,4.0,0.0,2019-07-06 20:00:00
4485,21.8,1,6.0,1.0,18.8,5.0,4.9,0.0,2019-07-06 21:00:00
4486,21.8,0,0.0,0.0,0.0,0.0,3.3,0.0,2019-07-06 22:00:00
4487,20.4,12,0.0,0.0,0.0,0.0,1.8,0.0,2019-07-06 23:00:00
4488,20.3,47,0.0,0.0,0.0,0.0,1.1,0.0,2019-07-07 00:00:00
4489,19.3,100,0.0,0.0,0.0,0.0,0.4,0.0,2019-07-07 01:00:00
4490,18.4,85,0.0,0.0,0.0,0.0,0.8,0.0,2019-07-07 02:00:00
4491,18.3,98,0.0,0.0,0.0,0.0,1.8,0.0,2019-07-07 03:00:00
4492,17.0,83,0.0,0.0,0.0,0.0,3.3,0.0,2019-07-07 04:00:00
4493,16.3,88,0.0,0.0,0.0,0.0,3.4,0.0,2019-07-07 05:00:00
4494,16.4,31,5.0,1.0,19.2,4.0,1.6,0.0,2019-07-07 06:00:00
4495,18.3,17,97.0,53.0,331.9,44.0,2.0,0.0,2019-07-07 07:00:00
4496,20.3,2,270.0,196.0,574.3,74.0,0.0,0.0,2019-07-07 08:00:00
4497,22.4,0,459.0,368.0,712.1,91.0,2.2,0.0,2019-07-07 09:00:00
4498,24.3,0,638.0,535.0,793.4,103.0,3.1,0.0,2019-07-07 10:00:00
4499,25.9,0,786.0,674.0,839.4,112.0,1.3,0.0,2019-07-07 11:00:00
4500,27.2,0,892.0,775.0,866.9,117.0,3.2,0.0,2019-07-07 12:00:00
4501,28.1,0,944.0,824.0,875.4,120.0,5.9,0.0,2019-07-07 13:00:00
4502,28.2,0,933.0,808.0,858.1,125.0,9.5,0.0,2019-07-07 14:00:00
4503,28.0,0,878.0,756.0,844.8,122.0,9.7,0.0,2019-07-07 15:00:00
4504,27.5,1,707.0,513.0,637.8,194.0,9.4,0.0,2019-07-07 16:00:00
4505,26.9,0,530.0,340.0,503.0,190.0,9.0,0.0,2019-07-07 17:00:00
4506,26.2,0,434.0,333.0,641.9,101.0,7.1,0.0,2019-07-07 18:00:00
4507,25.1,0,265.0,190.0,553.5,75.0,6.2,0.0,2019-07-07 19:00:00
4508,23.0,0,100.0,56.0,346.8,44.0,4.6,0.0,2019-07-07 20:00:00
4509,21.8,0,6.0,1.0,18.9,5.0,5.4,0.0,2019-07-07 21:00:00
4510,22.0,0,0.0,0.0,0.0,0.0,3.7,0.0,2019-07-07 22:00:00
4511,20.9,0,0.0,0.0,0.0,0.0,1.0,0.0,2019-07-07 23:00:00
4512,19.8,0,0.0,0.0,0.0,0.0,0.7,0.0,2019-07-08 00:00:00
4513,18.8,0,0.0,0.0,0.0,0.0,2.3,0.0,2019-07-08 01:00:00
4514,18.2,0,0.0,0.0,0.0,0.0,2.9,0.0,2019-07-08 02:00:00
4515,17.4,2,0.0,0.0,0.0,0.0,2.3,0.0,2019-07-08 03:00:00
4516,15.4,3,0.0,0.0,0.0,0.0,4.1,0.0,2019-07-08 04:00:00
4517,14.9,5,0.0,0.0,0.0,0.0,2.9,0.0,2019-07-08 05:00:00
4518,14.2,54,6.0,1.0,19.5,5.0,3.1,0.0,2019-07-08 06:00:00
4519,17.3,14,102.0,58.0,367.3,44.0,3.1,0.0,2019-07-08 07:00:00
4520,20.7,3,275.0,202.0,594.7,73.0,2.5,0.0,2019-07-08 08:00:00
4521,23.6,0,465.0,375.0,727.6,90.0,1.6,0.0,2019-07-08 09:00:00
4522,26.1,0,644.0,542.0,805.3,102.0,1.6,0.0,2019-07-08 10:00:00
4523,28.3,0,790.0,680.0,848.0,110.0,1.5,0.0,2019-07-08 11:00:00
4524,29.7,0,894.0,778.0,871.0,116.0,2.2,0.0,2019-07-08 12:00:00
4525,30.4,0,946.0,827.0,879.2,119.0,2.1,0.0,2019-07-08 13:00:00
4526,31.1,0,942.0,823.0,874.5,119.0,2.2,0.0,2019-07-08 14:00:00
4527,31.5,0,885.0,769.0,859.8,116.0,8.7,0.0,2019-07-08 15:00:00
4528,30.3,1,774.0,662.0,823.5,112.0,9.0,0.0,2019-07-08 16:00:00
4529,29.3,9,626.0,522.0,772.7,104.0,8.4,0.0,2019-07-08 17:00:00
4530,28.3,81,446.0,350.0,675.3,96.0,7.1,0.0,2019-07-08 18:00:00
4531,27.2,5,239.0,130.0,379.4,109.0,4.8,0.0,2019-07-08 19:00:00
4532,24.6,8,97.0,53.0,329.8,44.0,4.7,0.0,2019-07-08 20:00:00
4533,22.4,6,6.0,1.0,19.0,5.0,6.4,0.0,2019-07-08 21:00:00
4534,21.8,8,0.0,0.0,0.0,0.0,6.3,0.0,2019-07-08 22:00:00
4535,23.2,6,0.0,0.0,0.0,0.0,1.3,0.0,2019-07-08 23:00:00
4536,22.4,7,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-09 00:00:00
4537,21.5,0,0.0,0.0,0.0,0.0,0.7,0.0,2019-07-09 01:00:00
4538,20.6,0,0.0,0.0,0.0,0.0,1.4,0.0,2019-07-09 02:00:00
4539,20.6,9,0.0,0.0,0.0,0.0,2.6,0.0,2019-07-09 03:00:00
4540,19.9,4,0.0,0.0,0.0,0.0,0.7,0.0,2019-07-09 04:00:00
4541,19.4,10,0.0,0.0,0.0,0.0,3.2,0.0,2019-07-09 05:00:00
4542,19.1,8,5.0,1.0,19.8,4.0,3.1,0.0,2019-07-09 06:00:00
4543,20.1,7,91.0,49.0,313.8,42.0,2.0,0.0,2019-07-09 07:00:00
4544,22.4,13,255.0,178.0,526.5,77.0,1.3,0.0,2019-07-09 08:00:00
4545,24.3,3,442.0,346.0,673.2,96.0,1.3,0.0,2019-07-09 09:00:00
4546,25.8,5,621.0,512.0,762.2,109.0,1.1,0.0,2019-07-09 10:00:00
4547,27.1,1,773.0,658.0,821.7,115.0,1.9,0.0,2019-07-09 11:00:00
4548,28.2,14,860.0,737.0,826.0,123.0,4.0,0.0,2019-07-09 12:00:00
4549,28.7,18,870.0,738.0,785.2,132.0,6.0,0.0,2019-07-09 13:00:00
4550,28.9,23,877.0,740.0,786.8,137.0,7.9,0.0,2019-07-09 14:00:00
4551,29.6,12,830.0,682.0,762.9,148.0,8.0,0.0,2019-07-09 15:00:00
4552,29.1,19,727.0,583.0,725.7,144.0,9.6,0.0,2019-07-09 16:00:00
4553,28.2,31,593.0,472.0,699.2,121.0,9.3,0.0,2019-07-09 17:00:00
4554,27.2,66,416.0,309.0,596.9,107.0,8.0,0.0,2019-07-09 18:00:00
4555,26.3,33,232.0,144.0,421.1,88.0,5.1,0.0,2019-07-09 19:00:00
4556,24.5,30,89.0,46.0,287.8,43.0,4.1,0.0,2019-07-09 20:00:00
4557,24.5,15,6.0,1.0,19.2,5.0,3.3,0.0,2019-07-09 21:00:00
4558,23.4,41,0.0,0.0,0.0,0.0,2.5,0.0,2019-07-09 22:00:00
4559,22.2,42,0.0,0.0,0.0,0.0,1.8,0.0,2019-07-09 23:00:00
4560,21.6,15,0.0,0.0,0.0,0.0,2.5,0.0,2019-07-10 00:00:00
4561,21.1,3,0.0,0.0,0.0,0.0,3.7,0.0,2019-07-10 01:00:00
4562,20.6,8,0.0,0.0,0.0,0.0,2.2,0.0,2019-07-10 02:00:00
4563,21.1,5,0.0,0.0,0.0,0.0,1.8,0.0,2019-07-10 03:00:00
4564,20.2,54,0.0,0.0,0.0,0.0,1.1,0.0,2019-07-10 04:00:00
4565,19.0,5,0.0,0.0,0.0,0.0,3.2,0.0,2019-07-10 05:00:00
4566,17.4,11,5.0,1.0,20.2,4.0,1.1,0.0,2019-07-10 06:00:00
4567,19.4,31,91.0,49.0,317.6,42.0,1.1,0.0,2019-07-10 07:00:00
4568,22.3,28,252.0,172.0,511.4,80.0,2.2,0.0,2019-07-10 08:00:00
4569,24.6,18,426.0,325.0,634.2,101.0,1.3,0.0,2019-07-10 09:00:00
4570,26.2,16,613.0,498.0,742.8,115.0,2.4,0.0,2019-07-10 10:00:00
4571,26.6,38,669.0,511.0,639.0,158.0,5.2,0.0,2019-07-10 11:00:00
