sira,temperature_2m,cloud_cover,shortwave_radiation,direct_radiation,direct_normal_irradiance,diffuse_radiation,wind_speed_10m,precipitation,time
0,-2.4,13,0.0,0.0,0.0,0.0,6.6,0.0,2019-01-01 00:00:00
1,-2.4,10,0.0,0.0,0.0,0.0,5.5,0.0,2019-01-01 01:00:00
2,-3.2,5,0.0,0.0,0.0,0.0,5.1,0.0,2019-01-01 02:00:00
3,-3.3,7,0.0,0.0,0.0,0.0,5.8,0.0,2019-01-01 03:00:00
4,-3.5,12,0.0,0.0,0.0,0.0,5.6,0.0,2019-01-01 04:00:00
5,-3.4,68,0.0,0.0,0.0,0.0,5.6,0.0,2019-01-01 05:00:00
6,-2.5,98,0.0,0.0,0.0,0.0,4.4,0.0,2019-01-01 06:00:00
7,-3.5,98,0.0,0.0,0.0,0.0,4.7,0.0,2019-01-01 07:00:00
8,-2.8,100,0.0,0.0,0.0,0.0,3.7,0.0,2019-01-01 08:00:00
9,-2.9,100,14.0,2.0,31.0,12.0,1.9,0.0,2019-01-01 09:00:00
10,-0.7,100,96.0,19.0,112.2,77.0,3.1,0.0,2019-01-01 10:00:00
11,1.5,100,185.0,42.0,141.5,143.0,3.3,0.0,2019-01-01 11:00:00
12,3.2,100,245.0,46.0,119.0,199.0,4.7,0.0,2019-01-01 12:00:00
13,4.9,100,311.0,100.0,231.1,211.0,4.0,0.0,2019-01-01 13:00:00
14,5.8,100,291.0,92.0,213.0,199.0,4.9,0.0,2019-01-01 14:00:00
15,6.4,100,211.0,31.0,80.7,180.0,3.7,0.0,2019-01-01 15:00:00
16,6.0,100,141.0,12.0,41.0,129.0,4.8,0.0,2019-01-01 16:00:00
17,4.3,100,52.0,1.0,6.1,51.0,4.5,0.0,2019-01-01 17:00:00
18,3.8,100,7.0,0.0,0.0,7.0,5.4,0.0,2019-01-01 18:00:00
19,4.2,100,0.0,0.0,0.0,0.0,3.8,0.0,2019-01-01 19:00:00
20,3.6,99,0.0,0.0,0.0,0.0,2.6,0.0,2019-01-01 20:00:00
21,3.2,100,0.0,0.0,0.0,0.0,2.6,0.0,2019-01-01 21:00:00
22,2.6,100,0.0,0.0,0.0,0.0,2.8,0.0,2019-01-01 22:00:00
23,2.2,100,0.0,0.0,0.0,0.0,3.4,0.0,2019-01-01 23:00:00
24,1.9,99,0.0,0.0,0.0,0.0,3.9,0.0,2019-01-02 00:00:00
25,2.0,99,0.0,0.0,0.0,0.0,1.5,0.4,2019-01-02 01:00:00
26,1.5,100,0.0,0.0,0.0,0.0,2.4,0.1,2019-01-02 02:00:00
27,2.2,99,0.0,0.0,0.0,0.0,4.0,0.1,2019-01-02 03:00:00
28,2.5,90,0.0,0.0,0.0,0.0,4.6,0.0,2019-01-02 04:00:00
29,1.7,84,0.0,0.0,0.0,0.0,2.9,0.0,2019-01-02 05:00:00
30,2.1,75,0.0,0.0,0.0,0.0,1.8,0.0,2019-01-02 06:00:00
31,0.8,53,0.0,0.0,0.0,0.0,3.5,0.0,2019-01-02 07:00:00
32,0.6,56,0.0,0.0,0.0,0.0,3.5,0.0,2019-01-02 08:00:00
33,1.0,87,11.0,3.0,46.5,8.0,2.3,0.0,2019-01-02 09:00:00
34,2.7,92,78.0,19.0,112.2,59.0,3.3,0.0,2019-01-02 10:00:00
35,4.2,76,165.0,53.0,178.3,112.0,4.1,0.0,2019-01-02 11:00:00
36,5.4,69,228.0,110.0,284.0,118.0,4.3,0.0,2019-01-02 12:00:00
37,6.3,61,268.0,124.0,285.8,144.0,4.7,0.0,2019-01-02 13:00:00
38,7.1,47,333.0,197.0,454.6,136.0,4.6,0.0,2019-01-02 14:00:00
39,7.3,98,300.0,187.0,484.4,113.0,5.2,0.0,2019-01-02 15:00:00
40,7.0,99,115.0,30.0,101.7,85.0,3.6,0.0,2019-01-02 16:00:00
41,6.2,97,52.0,3.0,18.0,49.0,3.4,0.1,2019-01-02 17:00:00
42,5.7,100,5.0,0.0,0.0,5.0,4.7,0.0,2019-01-02 18:00:00
43,4.2,100,0.0,0.0,0.0,0.0,5.5,0.1,2019-01-02 19:00:00
44,4.3,100,0.0,0.0,0.0,0.0,3.9,0.3,2019-01-02 20:00:00
45,4.3,100,0.0,0.0,0.0,0.0,2.5,0.3,2019-01-02 21:00:00
46,4.1,100,0.0,0.0,0.0,0.0,2.9,0.3,2019-01-02 22:00:00
47,3.9,100,0.0,0.0,0.0,0.0,2.4,0.6,2019-01-02 23:00:00
48,3.3,100,0.0,0.0,0.0,0.0,3.3,0.8,2019-01-03 00:00:00
49,2.5,100,0.0,0.0,0.0,0.0,3.3,0.8,2019-01-03 01:00:00
50,2.1,100,0.0,0.0,0.0,0.0,3.1,0.5,2019-01-03 02:00:00
51,1.9,100,0.0,0.0,0.0,0.0,5.0,0.3,2019-01-03 03:00:00
52,1.5,100,0.0,0.0,0.0,0.0,2.6,1.4,2019-01-03 04:00:00
53,1.5,100,0.0,0.0,0.0,0.0,0.0,0.8,2019-01-03 05:00:00
54,1.7,100,0.0,0.0,0.0,0.0,2.4,0.3,2019-01-03 06:00:00
55,2.1,100,0.0,0.0,0.0,0.0,1.1,0.2,2019-01-03 07:00:00
56,2.4,100,0.0,0.0,0.0,0.0,3.3,0.2,2019-01-03 08:00:00
57,2.8,100,2.0,0.0,0.0,2.0,3.8,0.3,2019-01-03 09:00:00
58,3.1,100,17.0,0.0,0.0,17.0,4.1,0.4,2019-01-03 10:00:00
59,3.7,100,44.0,1.0,3.4,43.0,2.3,0.4,2019-01-03 11:00:00
60,3.8,100,34.0,0.0,0.0,34.0,1.1,0.4,2019-01-03 12:00:00
61,4.3,100,65.0,0.0,0.0,65.0,1.8,0.1,2019-01-03 13:00:00
62,4.4,100,86.0,1.0,2.3,85.0,6.1,0.0,2019-01-03 14:00:00
63,4.5,99,58.0,0.0,0.0,58.0,4.3,0.0,2019-01-03 15:00:00
64,4.7,100,39.0,1.0,3.4,38.0,5.5,0.0,2019-01-03 16:00:00
65,4.9,100,19.0,0.0,0.0,19.0,3.3,0.0,2019-01-03 17:00:00
66,4.4,100,3.0,0.0,0.0,3.0,2.6,0.1,2019-01-03 18:00:00
67,4.1,100,0.0,0.0,0.0,0.0,3.2,0.3,2019-01-03 19:00:00
68,3.8,100,0.0,0.0,0.0,0.0,4.0,0.4,2019-01-03 20:00:00
69,3.3,100,0.0,0.0,0.0,0.0,4.3,0.6,2019-01-03 21:00:00
70,3.8,94,0.0,0.0,0.0,0.0,2.8,1.0,2019-01-03 22:00:00
71,3.1,66,0.0,0.0,0.0,0.0,5.9,0.4,2019-01-03 23:00:00
72,2.5,71,0.0,0.0,0.0,0.0,7.2,0.1,2019-01-04 00:00:00
73,2.1,96,0.0,0.0,0.0,0.0,6.2,0.5,2019-01-04 01:00:00
74,2.6,84,0.0,0.0,0.0,0.0,3.6,1.5,2019-01-04 02:00:00
75,4.9,88,0.0,0.0,0.0,0.0,3.6,0.1,2019-01-04 03:00:00
76,7.1,53,0.0,0.0,0.0,0.0,5.1,0.0,2019-01-04 04:00:00
77,7.4,38,0.0,0.0,0.0,0.0,7.3,0.0,2019-01-04 05:00:00
78,7.9,19,0.0,0.0,0.0,0.0,5.9,0.0,2019-01-04 06:00:00
79,7.9,44,0.0,0.0,0.0,0.0,5.4,0.1,2019-01-04 07:00:00
80,6.6,34,0.0,0.0,0.0,0.0,8.8,0.0,2019-01-04 08:00:00
81,5.4,66,14.0,4.0,61.9,10.0,14.4,0.0,2019-01-04 09:00:00
82,4.0,100,95.0,31.0,182.5,64.0,23.2,0.4,2019-01-04 10:00:00
83,2.8,99,65.0,2.0,6.7,63.0,15.0,1.9,2019-01-04 11:00:00
84,2.7,98,40.0,0.0,0.0,40.0,11.5,1.4,2019-01-04 12:00:00
85,3.0,97,72.0,4.0,9.2,68.0,8.9,0.8,2019-01-04 13:00:00
86,3.7,99,136.0,21.0,48.1,115.0,10.3,0.4,2019-01-04 14:00:00
87,3.1,100,79.0,0.0,0.0,79.0,5.4,0.2,2019-01-04 15:00:00
88,3.1,99,63.0,2.0,6.7,61.0,5.5,0.2,2019-01-04 16:00:00
89,2.7,99,22.0,0.0,0.0,22.0,4.1,0.3,2019-01-04 17:00:00
90,2.4,98,3.0,0.0,0.0,3.0,2.4,0.3,2019-01-04 18:00:00
91,2.3,100,0.0,0.0,0.0,0.0,2.3,0.3,2019-01-04 19:00:00
92,2.1,100,0.0,0.0,0.0,0.0,4.1,0.3,2019-01-04 20:00:00
93,2.2,99,0.0,0.0,0.0,0.0,3.4,0.1,2019-01-04 21:00:00
94,2.3,96,0.0,0.0,0.0,0.0,5.2,0.0,2019-01-04 22:00:00
95,2.4,87,0.0,0.0,0.0,0.0,4.7,0.0,2019-01-04 23:00:00
96,1.5,65,0.0,0.0,0.0,0.0,4.5,0.0,2019-01-05 00:00:00
97,1.3,66,0.0,0.0,0.0,0.0,4.5,0.0,2019-01-05 01:00:00
98,0.8,28,0.0,0.0,0.0,0.0,5.1,0.0,2019-01-05 02:00:00
99,1.6,22,0.0,0.0,0.0,0.0,5.8,0.0,2019-01-05 03:00:00
100,1.6,84,0.0,0.0,0.0,0.0,3.0,0.0,2019-01-05 04:00:00
101,1.6,69,0.0,0.0,0.0,0.0,2.0,0.0,2019-01-05 05:00:00
102,1.2,94,0.0,0.0,0.0,0.0,3.3,0.0,2019-01-05 06:00:00
103,1.0,88,0.0,0.0,0.0,0.0,3.3,0.0,2019-01-05 07:00:00
104,0.6,50,0.0,0.0,0.0,0.0,3.1,0.0,2019-01-05 08:00:00
105,0.3,88,12.0,3.0,46.3,9.0,1.1,0.0,2019-01-05 09:00:00
106,1.5,97,87.0,22.0,129.2,65.0,4.1,0.0,2019-01-05 10:00:00
107,2.2,100,137.0,18.0,60.2,119.0,5.7,0.0,2019-01-05 11:00:00
108,2.9,95,199.0,28.0,71.7,171.0,5.9,0.0,2019-01-05 12:00:00
109,2.5,97,130.0,28.0,63.9,102.0,5.2,0.9,2019-01-05 13:00:00
110,2.2,91,138.0,20.0,45.6,118.0,2.8,1.5,2019-01-05 14:00:00
111,2.2,55,124.0,23.0,58.6,101.0,5.1,0.4,2019-01-05 15:00:00
112,2.4,90,122.0,17.0,56.3,105.0,5.1,0.2,2019-01-05 16:00:00
113,2.5,99,78.0,20.0,114.8,58.0,3.9,0.1,2019-01-05 17:00:00
114,2.0,76,7.0,1.0,14.9,6.0,3.1,0.1,2019-01-05 18:00:00
115,0.5,43,0.0,0.0,0.0,0.0,3.3,0.0,2019-01-05 19:00:00
116,-0.2,4,0.0,0.0,0.0,0.0,2.7,0.0,2019-01-05 20:00:00
117,0.8,4,0.0,0.0,0.0,0.0,1.5,0.0,2019-01-05 21:00:00
118,1.7,2,0.0,0.0,0.0,0.0,7.4,0.0,2019-01-05 22:00:00
119,1.0,24,0.0,0.0,0.0,0.0,6.9,0.0,2019-01-05 23:00:00
120,-0.6,76,0.0,0.0,0.0,0.0,3.1,0.0,2019-01-06 00:00:00
121,0.4,97,0.0,0.0,0.0,0.0,3.1,0.0,2019-01-06 01:00:00
122,0.8,100,0.0,0.0,0.0,0.0,2.9,0.0,2019-01-06 02:00:00
123,1.7,99,0.0,0.0,0.0,0.0,3.9,0.0,2019-01-06 03:00:00
124,1.2,100,0.0,0.0,0.0,0.0,3.3,0.1,2019-01-06 04:00:00
125,1.6,100,0.0,0.0,0.0,0.0,1.9,0.0,2019-01-06 05:00:00
126,1.3,99,0.0,0.0,0.0,0.0,2.6,0.0,2019-01-06 06:00:00
127,1.3,100,0.0,0.0,0.0,0.0,1.5,0.1,2019-01-06 07:00:00
128,1.3,100,0.0,0.0,0.0,0.0,3.7,0.1,2019-01-06 08:00:00
129,1.4,100,4.0,0.0,0.0,4.0,2.9,0.3,2019-01-06 09:00:00
130,1.7,100,30.0,0.0,0.0,30.0,2.6,0.5,2019-01-06 10:00:00
131,2.0,100,39.0,1.0,3.3,38.0,4.1,0.8,2019-01-06 11:00:00
132,2.2,100,51.0,0.0,0.0,51.0,6.2,1.1,2019-01-06 12:00:00
133,2.4,100,51.0,0.0,0.0,51.0,5.4,0.9,2019-01-06 13:00:00
134,2.4,100,74.0,0.0,0.0,74.0,2.5,0.7,2019-01-06 14:00:00
135,2.0,100,48.0,0.0,0.0,48.0,5.7,1.0,2019-01-06 15:00:00
136,1.9,100,35.0,0.0,0.0,35.0,6.6,1.7,2019-01-06 16:00:00
137,1.7,100,15.0,0.0,0.0,15.0,7.7,1.2,2019-01-06 17:00:00
138,1.6,100,2.0,0.0,0.0,2.0,6.2,0.4,2019-01-06 18:00:00
139,1.4,100,0.0,0.0,0.0,0.0,5.6,0.4,2019-01-06 19:00:00
140,1.4,99,0.0,0.0,0.0,0.0,6.3,0.4,2019-01-06 20:00:00
141,1.2,98,0.0,0.0,0.0,0.0,5.2,0.5,2019-01-06 21:00:00
142,1.2,97,0.0,0.0,0.0,0.0,4.3,0.2,2019-01-06 22:00:00
143,0.8,97,0.0,0.0,0.0,0.0,3.5,0.2,2019-01-06 23:00:00
144,0.8,91,0.0,0.0,0.0,0.0,3.0,0.1,2019-01-07 00:00:00
145,0.4,82,0.0,0.0,0.0,0.0,4.1,0.0,2019-01-07 01:00:00
146,0.3,52,0.0,0.0,0.0,0.0,1.6,0.0,2019-01-07 02:00:00
147,0.1,56,0.0,0.0,0.0,0.0,2.3,0.0,2019-01-07 03:00:00
148,-0.1,67,0.0,0.0,0.0,0.0,1.0,0.0,2019-01-07 04:00:00
149,-0.5,62,0.0,0.0,0.0,0.0,1.3,0.0,2019-01-07 05:00:00
150,-0.8,82,0.0,0.0,0.0,0.0,3.3,0.0,2019-01-07 06:00:00
151,-2.1,90,0.0,0.0,0.0,0.0,4.7,0.0,2019-01-07 07:00:00
152,-2.1,76,0.0,0.0,0.0,0.0,3.2,0.0,2019-01-07 08:00:00
153,-2.5,26,14.0,3.0,46.0,11.0,2.4,0.0,2019-01-07 09:00:00
154,-0.4,26,111.0,52.0,303.5,59.0,2.8,0.0,2019-01-07 10:00:00
155,1.5,58,223.0,125.0,415.4,98.0,1.8,0.0,2019-01-07 11:00:00
156,2.8,47,299.0,187.0,475.7,112.0,4.1,0.1,2019-01-07 12:00:00
157,3.4,47,318.0,205.0,464.3,113.0,4.0,0.2,2019-01-07 13:00:00
158,3.3,86,225.0,107.0,241.6,118.0,3.1,0.3,2019-01-07 14:00:00
159,2.6,96,154.0,58.0,146.1,96.0,6.4,0.3,2019-01-07 15:00:00
160,1.5,100,104.0,34.0,110.6,70.0,9.7,0.9,2019-01-07 16:00:00
161,1.2,100,24.0,4.0,22.3,20.0,6.0,0.3,2019-01-07 17:00:00
162,1.1,100,3.0,0.0,0.0,3.0,3.3,0.1,2019-01-07 18:00:00
163,1.0,100,0.0,0.0,0.0,0.0,3.1,0.1,2019-01-07 19:00:00
164,0.9,98,0.0,0.0,0.0,0.0,2.3,0.1,2019-01-07 20:00:00
165,0.2,93,0.0,0.0,0.0,0.0,4.0,0.0,2019-01-07 21:00:00
166,0.3,88,0.0,0.0,0.0,0.0,3.9,0.0,2019-01-07 22:00:00
167,-0.6,94,0.0,0.0,0.0,0.0,4.1,0.0,2019-01-07 23:00:00
168,-1.1,97,0.0,0.0,0.0,0.0,4.9,0.0,2019-01-08 00:00:00
169,-1.5,90,0.0,0.0,0.0,0.0,5.2,0.0,2019-01-08 01:00:00
170,-1.4,59,0.0,0.0,0.0,0.0,2.6,0.0,2019-01-08 02:00:00
171,-1.8,91,0.0,0.0,0.0,0.0,1.4,0.0,2019-01-08 03:00:00
172,-1.9,41,0.0,0.0,0.0,0.0,2.0,0.0,2019-01-08 04:00:00
173,-1.9,52,0.0,0.0,0.0,0.0,3.6,0.0,2019-01-08 05:00:00
174,-2.4,53,0.0,0.0,0.0,0.0,3.6,0.0,2019-01-08 06:00:00
175,-3.1,53,0.0,0.0,0.0,0.0,3.3,0.0,2019-01-08 07:00:00
176,-2.4,96,0.0,0.0,0.0,0.0,2.8,0.0,2019-01-08 08:00:00
177,-0.7,90,8.0,1.0,15.3,7.0,2.9,0.0,2019-01-08 09:00:00
178,0.3,92,53.0,14.0,81.4,39.0,2.6,0.0,2019-01-08 10:00:00
179,1.1,84,127.0,44.0,145.7,83.0,4.1,0.1,2019-01-08 11:00:00
180,2.1,100,216.0,112.0,283.9,104.0,5.4,0.2,2019-01-08 12:00:00
181,2.3,92,154.0,38.0,85.7,116.0,4.4,0.3,2019-01-08 13:00:00
182,2.0,90,119.0,14.0,31.5,105.0,7.6,0.4,2019-01-08 14:00:00
183,0.7,96,109.0,20.0,50.0,89.0,7.6,0.6,2019-01-08 15:00:00
184,0.4,99,49.0,5.0,16.1,44.0,6.9,0.5,2019-01-08 16:00:00
185,-0.1,99,43.0,4.0,21.9,39.0,6.1,0.8,2019-01-08 17:00:00
186,-0.2,100,4.0,0.0,0.0,4.0,4.8,0.3,2019-01-08 18:00:00
187,-0.3,94,0.0,0.0,0.0,0.0,5.0,0.3,2019-01-08 19:00:00
188,-0.7,97,0.0,0.0,0.0,0.0,5.0,0.3,2019-01-08 20:00:00
189,-1.0,100,0.0,0.0,0.0,0.0,5.9,0.3,2019-01-08 21:00:00
190,-1.1,80,0.0,0.0,0.0,0.0,5.1,0.7,2019-01-08 22:00:00
191,-1.5,94,0.0,0.0,0.0,0.0,5.4,0.7,2019-01-08 23:00:00
192,-1.9,93,0.0,0.0,0.0,0.0,4.3,0.5,2019-01-09 00:00:00
193,-2.6,79,0.0,0.0,0.0,0.0,5.4,0.3,2019-01-09 01:00:00
194,-1.8,69,0.0,0.0,0.0,0.0,2.0,0.1,2019-01-09 02:00:00
195,-1.3,93,0.0,0.0,0.0,0.0,3.3,0.0,2019-01-09 03:00:00
196,-1.1,91,0.0,0.0,0.0,0.0,1.5,0.0,2019-01-09 04:00:00
197,-1.5,66,0.0,0.0,0.0,0.0,3.2,0.0,2019-01-09 05:00:00
198,-1.9,38,0.0,0.0,0.0,0.0,2.9,0.0,2019-01-09 06:00:00
199,-3.2,11,0.0,0.0,0.0,0.0,4.0,0.0,2019-01-09 07:00:00
200,-4.2,13,0.0,0.0,0.0,0.0,5.4,0.0,2019-01-09 08:00:00
201,-5.1,27,16.0,7.0,106.2,9.0,6.0,0.0,2019-01-09 09:00:00
202,-4.5,13,136.0,88.0,509.0,48.0,1.8,0.0,2019-01-09 10:00:00
203,-2.0,67,282.0,208.0,685.9,74.0,4.0,0.0,2019-01-09 11:00:00
204,-0.7,24,385.0,276.0,696.7,109.0,3.6,0.0,2019-01-09 12:00:00
205,2.0,13,458.0,354.0,794.9,104.0,2.5,0.0,2019-01-09 13:00:00
206,3.3,28,460.0,359.0,802.4,101.0,2.8,0.0,2019-01-09 14:00:00
207,3.4,56,395.0,294.0,730.9,101.0,3.9,0.0,2019-01-09 15:00:00
208,0.4,1,279.0,198.0,632.8,81.0,6.4,0.0,2019-01-09 16:00:00
209,-1.0,91,142.0,94.0,506.7,48.0,8.5,0.0,2019-01-09 17:00:00
210,-3.5,1,19.0,5.0,68.5,14.0,9.7,0.0,2019-01-09 18:00:00
211,-2.0,0,0.0,0.0,0.0,0.0,8.0,0.0,2019-01-09 19:00:00
212,-4.7,0,0.0,0.0,0.0,0.0,8.0,0.0,2019-01-09 20:00:00
213,-4.7,22,0.0,0.0,0.0,0.0,7.9,0.0,2019-01-09 21:00:00
214,-3.4,9,0.0,0.0,0.0,0.0,7.1,0.0,2019-01-09 22:00:00
215,-5.4,5,0.0,0.0,0.0,0.0,7.7,0.0,2019-01-09 23:00:00
216,-6.3,38,0.0,0.0,0.0,0.0,8.6,0.0,2019-01-10 00:00:00
217,-4.6,99,0.0,0.0,0.0,0.0,8.5,0.0,2019-01-10 01:00:00
218,-2.7,100,0.0,0.0,0.0,0.0,6.6,0.0,2019-01-10 02:00:00
219,-1.0,100,0.0,0.0,0.0,0.0,6.6,0.0,2019-01-10 03:00:00
220,0.1,100,0.0,0.0,0.0,0.0,6.6,0.0,2019-01-10 04:00:00
221,0.6,100,0.0,0.0,0.0,0.0,6.1,0.0,2019-01-10 05:00:00
222,1.3,100,0.0,0.0,0.0,0.0,6.3,0.0,2019-01-10 06:00:00
223,1.7,100,0.0,0.0,0.0,0.0,7.0,0.0,2019-01-10 07:00:00
224,2.3,100,0.0,0.0,0.0,0.0,6.9,0.0,2019-01-10 08:00:00
225,2.8,100,8.0,0.0,0.0,8.0,6.7,0.0,2019-01-10 09:00:00
226,3.1,100,50.0,1.0,5.8,49.0,7.7,0.0,2019-01-10 10:00:00
227,3.6,100,114.0,2.0,6.6,112.0,7.9,0.0,2019-01-10 11:00:00
228,4.2,100,138.0,0.0,0.0,138.0,6.2,0.0,2019-01-10 12:00:00
229,4.2,100,143.0,8.0,17.9,135.0,7.9,0.0,2019-01-10 13:00:00
230,4.4,99,75.0,0.0,0.0,75.0,6.1,0.0,2019-01-10 14:00:00
231,8.2,100,60.0,7.0,17.3,53.0,7.2,0.0,2019-01-10 15:00:00
232,8.2,100,143.0,11.0,34.8,132.0,8.4,0.0,2019-01-10 16:00:00
233,7.6,100,57.0,2.0,10.6,55.0,6.5,0.0,2019-01-10 17:00:00
234,7.0,99,10.0,0.0,0.0,10.0,6.1,0.0,2019-01-10 18:00:00
235,6.6,76,0.0,0.0,0.0,0.0,5.4,0.0,2019-01-10 19:00:00
236,5.5,83,0.0,0.0,0.0,0.0,4.9,0.0,2019-01-10 20:00:00
237,5.7,84,0.0,0.0,0.0,0.0,5.8,0.0,2019-01-10 21:00:00
238,5.9,100,0.0,0.0,0.0,0.0,7.2,0.0,2019-01-10 22:00:00
239,7.3,54,0.0,0.0,0.0,0.0,8.2,0.0,2019-01-10 23:00:00
240,6.6,17,0.0,0.0,0.0,0.0,7.7,0.0,2019-01-11 00:00:00
241,6.9,23,0.0,0.0,0.0,0.0,8.4,0.0,2019-01-11 01:00:00
242,6.4,23,0.0,0.0,0.0,0.0,8.9,0.0,2019-01-11 02:00:00
243,7.4,31,0.0,0.0,0.0,0.0,10.5,0.0,2019-01-11 03:00:00
244,8.4,38,0.0,0.0,0.0,0.0,11.0,0.0,2019-01-11 04:00:00
245,8.5,44,0.0,0.0,0.0,0.0,10.8,0.0,2019-01-11 05:00:00
246,8.0,65,0.0,0.0,0.0,0.0,7.5,0.0,2019-01-11 06:00:00
247,6.1,94,0.0,0.0,0.0,0.0,10.8,0.0,2019-01-11 07:00:00
248,7.4,96,0.0,0.0,0.0,0.0,8.9,0.0,2019-01-11 08:00:00
249,8.1,92,4.0,1.0,15.0,3.0,7.9,0.0,2019-01-11 09:00:00
250,10.0,97,40.0,10.0,57.2,30.0,7.7,0.0,2019-01-11 10:00:00
251,10.8,92,84.0,11.0,36.0,73.0,7.1,0.0,2019-01-11 11:00:00
252,11.3,90,120.0,43.0,107.6,77.0,9.5,0.0,2019-01-11 12:00:00
253,11.2,96,136.0,35.0,77.8,101.0,9.5,0.1,2019-01-11 13:00:00
254,11.4,93,147.0,19.0,42.0,128.0,8.4,0.1,2019-01-11 14:00:00
255,11.0,93,123.0,27.0,66.2,96.0,1.8,0.1,2019-01-11 15:00:00
256,11.0,91,75.0,10.0,31.4,65.0,0.8,0.1,2019-01-11 16:00:00
257,9.3,97,33.0,8.0,41.7,25.0,2.2,0.2,2019-01-11 17:00:00
258,8.8,96,7.0,1.0,13.1,6.0,10.1,0.3,2019-01-11 18:00:00
259,7.0,100,0.0,0.0,0.0,0.0,5.1,0.8,2019-01-11 19:00:00
260,7.0,100,0.0,0.0,0.0,0.0,1.3,1.8,2019-01-11 20:00:00
261,7.1,100,0.0,0.0,0.0,0.0,4.7,1.2,2019-01-11 21:00:00
262,6.8,100,0.0,0.0,0.0,0.0,5.1,0.9,2019-01-11 22:00:00
263,6.5,100,0.0,0.0,0.0,0.0,3.7,0.8,2019-01-11 23:00:00
264,6.4,100,0.0,0.0,0.0,0.0,3.6,1.2,2019-01-12 00:00:00
265,6.4,100,0.0,0.0,0.0,0.0,0.5,0.9,2019-01-12 01:00:00
266,5.6,100,0.0,0.0,0.0,0.0,2.0,0.6,2019-01-12 02:00:00
267,6.2,100,0.0,0.0,0.0,0.0,1.3,0.5,2019-01-12 03:00:00
268,5.7,100,0.0,0.0,0.0,0.0,0.4,0.5,2019-01-12 04:00:00
269,5.5,98,0.0,0.0,0.0,0.0,1.1,0.2,2019-01-12 05:00:00
270,5.2,99,0.0,0.0,0.0,0.0,2.8,0.1,2019-01-12 06:00:00
271,4.8,86,0.0,0.0,0.0,0.0,3.9,0.0,2019-01-12 07:00:00
272,4.7,95,0.0,0.0,0.0,0.0,3.2,0.1,2019-01-12 08:00:00
273,4.9,91,5.0,1.0,14.8,4.0,3.1,0.4,2019-01-12 09:00:00
274,4.9,94,43.0,5.0,28.4,38.0,4.2,0.4,2019-01-12 10:00:00
275,5.3,95,88.0,19.0,61.8,69.0,3.7,0.2,2019-01-12 11:00:00
276,5.9,99,160.0,28.0,69.7,132.0,8.0,0.2,2019-01-12 12:00:00
277,6.0,93,115.0,5.0,11.1,110.0,7.8,0.2,2019-01-12 13:00:00
278,6.6,95,177.0,20.0,44.0,157.0,8.2,0.0,2019-01-12 14:00:00
279,5.5,96,127.0,5.0,12.2,122.0,8.3,0.1,2019-01-12 15:00:00
280,5.5,100,68.0,10.0,31.1,58.0,6.5,0.3,2019-01-12 16:00:00
281,5.4,100,24.0,0.0,0.0,24.0,5.2,0.5,2019-01-12 17:00:00
282,5.2,100,4.0,0.0,0.0,4.0,1.3,0.7,2019-01-12 18:00:00
283,5.1,100,0.0,0.0,0.0,0.0,0.8,0.9,2019-01-12 19:00:00
284,5.0,100,0.0,0.0,0.0,0.0,2.5,0.4,2019-01-12 20:00:00
285,4.8,100,0.0,0.0,0.0,0.0,3.7,0.2,2019-01-12 21:00:00
286,4.6,100,0.0,0.0,0.0,0.0,4.2,0.2,2019-01-12 22:00:00
287,4.4,100,0.0,0.0,0.0,0.0,4.2,0.4,2019-01-12 23:00:00
288,4.4,100,0.0,0.0,0.0,0.0,3.6,0.5,2019-01-13 00:00:00
289,4.2,100,0.0,0.0,0.0,0.0,2.8,0.6,2019-01-13 01:00:00
290,4.0,100,0.0,0.0,0.0,0.0,3.1,0.4,2019-01-13 02:00:00
291,3.2,100,0.0,0.0,0.0,0.0,2.6,0.4,2019-01-13 03:00:00
292,3.3,100,0.0,0.0,0.0,0.0,2.5,0.3,2019-01-13 04:00:00
293,3.1,100,0.0,0.0,0.0,0.0,2.5,0.3,2019-01-13 05:00:00
294,2.7,100,0.0,0.0,0.0,0.0,2.9,0.4,2019-01-13 06:00:00
295,2.4,100,0.0,0.0,0.0,0.0,3.2,0.6,2019-01-13 07:00:00
296,2.2,100,0.0,0.0,0.0,0.0,4.2,0.6,2019-01-13 08:00:00
297,2.1,100,3.0,0.0,0.0,3.0,4.6,0.5,2019-01-13 09:00:00
298,2.3,100,16.0,0.0,0.0,16.0,4.0,0.5,2019-01-13 10:00:00
299,2.4,100,35.0,0.0,0.0,35.0,3.6,0.6,2019-01-13 11:00:00
300,2.7,100,71.0,0.0,0.0,71.0,3.6,0.5,2019-01-13 12:00:00
301,3.2,100,87.0,2.0,4.4,85.0,4.1,0.3,2019-01-13 13:00:00
302,3.5,100,75.0,1.0,2.2,74.0,4.9,0.2,2019-01-13 14:00:00
303,3.8,100,96.0,2.0,4.8,94.0,1.8,0.1,2019-01-13 15:00:00
304,4.2,100,75.0,4.0,12.3,71.0,2.3,0.0,2019-01-13 16:00:00
305,4.1,100,20.0,0.0,0.0,20.0,1.8,0.0,2019-01-13 17:00:00
306,3.8,100,5.0,0.0,0.0,5.0,1.3,0.0,2019-01-13 18:00:00
307,3.7,100,0.0,0.0,0.0,0.0,1.3,0.0,2019-01-13 19:00:00
